City_Rank_by_Population(2021),State,State_Abbrieviation,City,Observation_Date,Median_Household_Income_Not_Seasonally_Adjusted_(weighted)_SAIPE,Estimated_Median_Household_Income_ACS,Estimated_Mean_Household_Income_ACS,Estimated_Median_Household_Income_Families_ACS,Estimated_Mean_Household_Income_Families_ACS,Estimated_Median_Household_Income_Married_Couples_ACS,Estimated_Mean_Household_Income_Married_Couples_ACS,Estimated_Median_Household_Income_Nonfamilies_ACS,Estimated_Mean_Household_Income_Nonfamilies_ACS,2021_estimated_population,2020_census,
72,Texas,TX,Plano,1/1/2011," $82,514.56 "," $80,184.00 "," $101,109.00 "," $96,584.00 "," $117,454.00 "," $112,995.00 ",  N  ," $49,496.00 "," $57,567.00 ",288253,285494,
72,Texas,TX,Plano,1/1/2012," $81,778.92 "," $81,475.00 "," $109,492.00 "," $98,388.00 "," $125,032.00 "," $111,173.00 ",," $50,885.00 "," $65,891.00 ",288253,285494,
72,Texas,TX,Plano,1/1/2013," $81,190.68 "," $80,448.00 "," $107,425.00 "," $96,656.00 "," $121,386.00 "," $111,070.00 ",," $50,101.00 "," $72,330.00 ",288253,285494,
72,Texas,TX,Plano,1/1/2014," $86,392.70 "," $81,571.00 "," $111,210.00 "," $102,569.00 "," $128,438.00 "," $115,280.00 ",," $48,667.00 "," $65,878.00 ",288253,285494,
72,Texas,TX,Plano,1/1/2015," $86,604.50 "," $83,769.00 "," $110,741.00 "," $101,953.00 "," $128,126.00 "," $116,946.00 "," $144,811.00 "," $50,946.00 "," $67,443.00 ",288253,285494,
72,Texas,TX,Plano,1/1/2016," $90,191.18 "," $88,398.00 "," $114,891.00 "," $102,584.00 "," $130,674.00 "," $117,927.00 ",," $52,752.00 "," $70,810.00 ",288253,285494,
72,Texas,TX,Plano,1/1/2017," $95,215.36 "," $94,306.00 "," $121,001.00 "," $105,512.00 "," $137,360.00 "," $118,342.00 ",," $57,497.00 "," $75,303.00 ",288253,285494,
72,Texas,TX,Plano,1/1/2018," $96,764.96 "," $93,012.00 "," $125,547.00 "," $110,032.00 "," $144,286.00 "," $122,521.00 "," $157,541.00 "," $54,361.00 "," $73,940.00 ",288253,285494,
72,Texas,TX,Plano,1/1/2019," $96,728.26 "," $93,321.00 "," $126,629.00 "," $112,709.00 "," $147,509.00 "," $131,646.00 ",," $55,693.00 "," $73,554.00 ",288253,285494,
72,Texas,TX,Plano,1/1/2020," $101,346.40 "," $96,348.00 "," $129,703.00 "," $113,796.00 "," $149,674.00 "," $128,586.00 "," $166,393.00 "," $58,573.00 "," $76,576.00 ",288253,285494,
72,Texas,TX,Plano,1/1/2021,," $95,002.00 "," $129,480.00 "," $114,531.00 "," $148,483.00 "," $130,229.00 ",," $62,861.00 "," $74,237.00 ",288253,285494,
73,Alaska,AK,Anchorage,1/1/2011," $71,237.00 "," $72,813.00 "," $92,169.00 "," $85,483.00 "," $103,900.00 "," $98,754.00 "," $121,929.00 "," $48,294.00 "," $65,144.00 ",288121,291247,
73,Alaska,AK,Anchorage,1/1/2012," $71,094.00 "," $72,575.00 "," $92,256.00 "," $86,790.00 "," $105,142.00 "," $102,266.00 ",," $47,205.00 "," $63,749.00 ",288121,291247,
73,Alaska,AK,Anchorage,1/1/2013," $76,362.00 "," $79,045.00 "," $99,591.00 "," $90,480.00 "," $112,538.00 "," $103,899.00 ",," $50,414.00 "," $64,298.00 ",288121,291247,
73,Alaska,AK,Anchorage,1/1/2014," $75,200.00 "," $76,337.00 "," $97,014.00 "," $86,241.00 "," $104,576.00 "," $103,753.00 "," $119,989.00 "," $55,234.00 "," $74,173.00 ",288121,291247,
73,Alaska,AK,Anchorage,1/1/2015," $77,791.00 "," $78,662.00 "," $105,888.00 "," $94,419.00 "," $120,723.00 "," $113,837.00 ",," $53,809.00 "," $73,528.00 ",288121,291247,
73,Alaska,AK,Anchorage,1/1/2016," $83,959.00 "," $85,634.00 "," $106,393.00 "," $98,717.00 "," $117,793.00 "," $112,488.00 ",," $59,348.00 "," $75,949.00 ",288121,291247,
73,Alaska,AK,Anchorage,1/1/2017," $78,579.00 "," $79,166.00 "," $100,976.00 "," $91,590.00 "," $114,843.00 "," $111,183.00 ",," $53,445.00 "," $67,355.00 ",288121,291247,
73,Alaska,AK,Anchorage,1/1/2018," $82,113.00 "," $83,648.00 "," $106,660.00 "," $99,797.00 "," $122,823.00 "," $113,475.00 "," $136,538.00 "," $53,789.00 "," $68,678.00 ",288121,291247,
73,Alaska,AK,Anchorage,1/1/2019," $82,512.00 "," $82,716.00 "," $109,042.00 "," $104,660.00 "," $131,599.00 "," $119,351.00 ",," $54,962.00 "," $68,771.00 ",288121,291247,
73,Alaska,AK,Anchorage,1/1/2020," $84,577.00 "," $84,813.00 "," $108,393.00 "," $100,775.00 "," $124,028.00 "," $116,237.00 "," $139,535.00 "," $57,311.00 "," $72,583.00 ",288121,291247,
73,Alaska,AK,Anchorage,1/1/2021,," $86,654.00 "," $110,358.00 "," $109,002.00 "," $131,091.00 "," $125,721.00 "," $151,204.00 "," $50,173.00 "," $70,338.00 ",288121,291247,
74,North Carolina,NC,Durham,1/1/2011," $47,007.00 "," $43,654.00 "," $61,968.00 "," $54,009.00 "," $75,897.00 "," $79,367.00 ",  N  ," $28,389.00 "," $38,673.00 ",285527,283506,
74,North Carolina,NC,Durham,1/1/2012," $50,889.00 "," $49,332.00 "," $68,876.00 "," $61,203.00 "," $79,337.00 "," $86,953.00 ",," $37,811.00 "," $53,092.00 ",285527,283506,
74,North Carolina,NC,Durham,1/1/2013," $52,331.00 "," $50,522.00 "," $74,445.00 "," $68,589.00 "," $94,889.00 "," $90,839.00 ",," $35,001.00 "," $47,335.00 ",285527,283506,
74,North Carolina,NC,Durham,1/1/2014," $50,745.00 "," $48,731.00 "," $68,080.00 "," $62,759.00 "," $83,029.00 "," $88,958.00 ",," $36,455.00 "," $49,046.00 ",285527,283506,
74,North Carolina,NC,Durham,1/1/2015," $53,875.00 "," $52,106.00 "," $72,440.00 "," $68,620.00 "," $89,451.00 "," $91,174.00 ",," $38,993.00 "," $49,679.00 ",285527,283506,
74,North Carolina,NC,Durham,1/1/2016," $54,255.00 "," $52,208.00 "," $74,401.00 "," $72,951.00 "," $91,622.00 "," $98,158.00 ",," $38,368.00 "," $49,909.00 ",285527,283506,
74,North Carolina,NC,Durham,1/1/2017," $60,045.00 "," $56,375.00 "," $81,221.00 "," $80,254.00 "," $99,932.00 "," $101,973.00 ",," $40,386.00 "," $53,315.00 ",285527,283506,
74,North Carolina,NC,Durham,1/1/2018," $59,329.00 "," $54,840.00 "," $79,811.00 "," $76,067.00 "," $100,136.00 "," $99,813.00 "," $124,185.00 "," $38,817.00 "," $50,371.00 ",285527,283506,
74,North Carolina,NC,Durham,1/1/2019," $65,541.00 "," $65,534.00 "," $86,061.00 "," $82,642.00 "," $103,293.00 "," $105,166.00 ",," $45,846.00 "," $60,140.00 ",285527,283506,
74,North Carolina,NC,Durham,1/1/2020," $65,619.00 "," $61,962.00 "," $85,619.00 "," $83,610.00 "," $106,583.00 "," $109,468.00 "," $132,705.00 "," $43,386.00 "," $56,080.00 ",285527,283506,
74,North Carolina,NC,Durham,1/1/2021,," $71,343.00 "," $97,889.00 "," $94,521.00 "," $121,941.00 "," $119,255.00 ",," $50,181.00 "," $67,101.00 ",285527,283506,
75,New Jersey,NJ,Jersey City,1/1/2011," $55,133.00 "," $56,843.00 "," $76,000.00 "," $61,298.00 "," $80,460.00 "," $80,085.00 ",  N  ," $46,430.00 "," $66,071.00 ",283927,292449,
75,New Jersey,NJ,Jersey City,1/1/2012," $56,087.00 "," $56,794.00 "," $80,947.00 "," $63,245.00 "," $86,028.00 "," $85,426.00 "," $107,697.00 "," $46,888.00 "," $69,133.00 ",283927,292449,
75,New Jersey,NJ,Jersey City,1/1/2013," $55,699.00 "," $54,700.00 "," $81,246.00 "," $62,877.00 "," $90,031.00 "," $86,663.00 ",," $45,454.00 "," $66,024.00 ",283927,292449,
75,New Jersey,NJ,Jersey City,1/1/2014," $57,720.00 "," $60,497.00 "," $84,267.00 "," $64,588.00 "," $89,955.00 "," $84,430.00 ",," $49,817.00 "," $73,462.00 ",283927,292449,
75,New Jersey,NJ,Jersey City,1/1/2015," $60,053.00 "," $59,485.00 "," $85,480.00 "," $61,696.00 "," $92,082.00 "," $86,443.00 ",," $45,382.00 "," $68,450.00 ",283927,292449,
75,New Jersey,NJ,Jersey City,1/1/2016," $63,157.00 "," $63,227.00 "," $97,061.00 "," $70,636.00 "," $104,279.00 "," $101,055.00 ",," $50,809.00 "," $81,516.00 ",283927,292449,
75,New Jersey,NJ,Jersey City,1/1/2017," $65,673.00 "," $66,264.00 "," $100,237.00 "," $77,643.00 "," $110,362.00 "," $91,814.00 ",," $49,698.00 "," $79,856.00 ",283927,292449,
75,New Jersey,NJ,Jersey City,1/1/2018," $73,337.00 "," $72,561.00 "," $109,103.00 "," $81,303.00 "," $117,486.00 "," $112,895.00 ",," $54,666.00 "," $92,681.00 ",283927,292449,
75,New Jersey,NJ,Jersey City,1/1/2019," $77,738.00 "," $81,693.00 "," $117,709.00 "," $90,820.00 "," $132,755.00 "," $112,274.00 ",," $65,570.00 "," $94,621.00 ",283927,292449,
75,New Jersey,NJ,Jersey City,1/1/2020," $77,323.00 "," $76,444.00 "," $111,574.00 "," $83,554.00 "," $122,344.00 "," $109,377.00 "," $152,248.00 "," $61,273.00 "," $91,930.00 ",283927,292449,
75,New Jersey,NJ,Jersey City,1/1/2021,," $81,958.00 "," $123,545.00 "," $93,528.00 "," $139,450.00 "," $123,098.00 ",," $67,261.00 "," $100,011.00 ",283927,292449,
76,Arizona,AZ,Chandler,1/1/2011," $50,785.00 ",,,,,,,,,279458,275987,
76,Arizona,AZ,Chandler,1/1/2012," $51,442.00 ",,,,,,,,,279458,275987,
76,Arizona,AZ,Chandler,1/1/2013," $52,066.00 ",,,,,,,,,279458,275987,
76,Arizona,AZ,Chandler,1/1/2014," $53,929.00 ",,,,,,,,,279458,275987,
76,Arizona,AZ,Chandler,1/1/2015," $56,017.00 ",,,,,,,,,279458,275987,
76,Arizona,AZ,Chandler,1/1/2016," $58,742.00 ",,,,,,,,,279458,275987,
76,Arizona,AZ,Chandler,1/1/2017," $62,221.00 ",,,,,,,,,279458,275987,
76,Arizona,AZ,Chandler,1/1/2018," $65,234.00 ",,,,,,,,,279458,275987,
76,Arizona,AZ,Chandler,1/1/2019," $68,634.00 ",,,,,,,,,279458,275987,
76,Arizona,AZ,Chandler,1/1/2020," $71,799.00 ",,,,,,,,,279458,275987,
77,California,CA,Chula Vista,1/1/2011," $59,290.00 ",,,,,,,,,277220,275487,
77,California,CA,Chula Vista,1/1/2012," $60,235.00 ",,,,,,,,,277220,275487,
77,California,CA,Chula Vista,1/1/2013," $61,365.00 ",,,,,,,,,277220,275487,
77,California,CA,Chula Vista,1/1/2014," $66,034.00 ",,,,,,,,,277220,275487,
77,California,CA,Chula Vista,1/1/2015," $67,053.00 ",,,,,,,,,277220,275487,
77,California,CA,Chula Vista,1/1/2016," $70,693.00 ",,,,,,,,,277220,275487,
77,California,CA,Chula Vista,1/1/2017," $76,048.00 ",,,,,,,,,277220,275487,
77,California,CA,Chula Vista,1/1/2018," $78,777.00 ",,,,,,,,,277220,275487,
77,California,CA,Chula Vista,1/1/2019," $83,576.00 ",,,,,,,,,277220,275487,
77,California,CA,Chula Vista,1/1/2020," $87,126.00 ",,,,,,,,,277220,275487,
78,New York,NY,Buffalo,1/1/2011," $47,505.00 ",,,,,,,,,276807,278349,
78,New York,NY,Buffalo,1/1/2012," $50,370.00 ",,,,,,,,,276807,278349,
78,New York,NY,Buffalo,1/1/2013," $51,123.00 ",,,,,,,,,276807,278349,
78,New York,NY,Buffalo,1/1/2014," $50,134.00 ",,,,,,,,,276807,278349,
78,New York,NY,Buffalo,1/1/2015," $52,176.00 ",,,,,,,,,276807,278349,
78,New York,NY,Buffalo,1/1/2016," $54,175.00 ",,,,,,,,,276807,278349,
78,New York,NY,Buffalo,1/1/2017," $55,581.00 ",,,,,,,,,276807,278349,
78,New York,NY,Buffalo,1/1/2018," $56,375.00 ",,,,,,,,,276807,278349,
78,New York,NY,Buffalo,1/1/2019," $60,620.00 ",,,,,,,,,276807,278349,
78,New York,NY,Buffalo,1/1/2020," $59,584.00 ",,,,,,,,,276807,278349,
79,Nevada,NV,North Las Vegas,1/1/2011," $48,343.00 ",,,,,,,,,274133,262527,
79,Nevada,NV,North Las Vegas,1/1/2012," $49,583.00 ",,,,,,,,,274133,262527,
79,Nevada,NV,North Las Vegas,1/1/2013," $51,071.00 ",,,,,,,,,274133,262527,
79,Nevada,NV,North Las Vegas,1/1/2014," $51,241.00 ",,,,,,,,,274133,262527,
79,Nevada,NV,North Las Vegas,1/1/2015," $51,624.00 ",,,,,,,,,274133,262527,
79,Nevada,NV,North Las Vegas,1/1/2016," $54,455.00 ",,,,,,,,,274133,262527,
79,Nevada,NV,North Las Vegas,1/1/2017," $57,217.00 ",,,,,,,,,274133,262527,
79,Nevada,NV,North Las Vegas,1/1/2018," $57,155.00 ",,,,,,,,,274133,262527,
79,Nevada,NV,North Las Vegas,1/1/2019," $62,131.00 ",,,,,,,,,274133,262527,
79,Nevada,NV,North Las Vegas,1/1/2020," $62,496.00 ",,,,,,,,,274133,262527,
80,Arizona,AZ,Gilbert,1/1/2011," $50,785.00 ",,,,,,,,,273136,267918,
80,Arizona,AZ,Gilbert,1/1/2012," $51,442.00 ",,,,,,,,,273136,267918,
80,Arizona,AZ,Gilbert,1/1/2013," $52,066.00 ",,,,,,,,,273136,267918,
80,Arizona,AZ,Gilbert,1/1/2014," $53,929.00 ",,,,,,,,,273136,267918,
80,Arizona,AZ,Gilbert,1/1/2015," $56,017.00 ",,,,,,,,,273136,267918,
80,Arizona,AZ,Gilbert,1/1/2016," $58,742.00 ",,,,,,,,,273136,267918,
80,Arizona,AZ,Gilbert,1/1/2017," $62,221.00 ",,,,,,,,,273136,267918,
80,Arizona,AZ,Gilbert,1/1/2018," $65,234.00 ",,,,,,,,,273136,267918,
80,Arizona,AZ,Gilbert,1/1/2019," $68,634.00 ",,,,,,,,,273136,267918,
80,Arizona,AZ,Gilbert,1/1/2020," $71,799.00 ",,,,,,,,,273136,267918,
