Metric,City,Estimate,Estimate Margin of Error,Percent,Percent Margin of Error
"('Other fuel',)","Detroit city, Michigan","1,418",±421,0.50%,±0.2
"('Other fuel',)","Durham city, North Carolina",162,±188,0.10%,±0.2
"('Other fuel',)","El Paso city, Texas",114,±136,0.10%,±0.1
"('Other fuel',)","Fort Worth city, Texas",124,±123,0.00%,±0.1
"('Other fuel',)","Fresno city, California",507,±496,0.30%,±0.3
"('Other fuel',)","Greensboro city, North Carolina",157,±199,0.10%,±0.2
"('Other fuel',)","Henderson city, Nevada",0,±216,0.00%,±0.2
"('Other fuel',)","Houston city, Texas",231,±214,0.00%,±0.1
"('Other fuel',)","Indianapolis city (balance), Indiana","1,005",±546,0.30%,±0.2
"('Other fuel',)","Irvine city, California",0,±216,0.00%,±0.2
"('Other fuel',)","Jacksonville city, Florida",84,±98,0.00%,±0.1
"('Other fuel',)","Jersey City city, New Jersey",325,±258,0.30%,±0.2
"('Other fuel',)","Kansas City city, Missouri",619,±518,0.30%,±0.2
"('Other fuel',)","Las Vegas city, Nevada",317,±281,0.10%,±0.1
"('Other fuel',)","Lincoln city, Nebraska",N,N,N,N
"('Other fuel',)","Long Beach city, California",36,±58,0.00%,±0.1
"('Other fuel',)","Los Angeles city, California","1,578",±540,0.10%,±0.1
"('Other fuel',)","Memphis city, Tennessee",174,±141,0.10%,±0.1
"('Other fuel',)","Mesa city, Arizona",314,±357,0.20%,±0.2
"('Other fuel',)","Miami city, Florida",202,±195,0.10%,±0.1
"('Other fuel',)","Milwaukee city, Wisconsin",905,±354,0.40%,±0.2
"('Other fuel',)","Minneapolis city, Minnesota","2,145",±539,1.20%,±0.3
"('Other fuel',)","New Orleans city, Louisiana",0,±224,0.00%,±0.1
"('Other fuel',)","New York city, New York","42,185","±3,303",1.30%,±0.1
"('Other fuel',)","Newark city, New Jersey",264,±292,0.30%,±0.3
"('Other fuel',)","Oakland city, California",379,±253,0.20%,±0.2
"('Other fuel',)","Oklahoma City city, Oklahoma","1,067",±765,0.40%,±0.3
"('Other fuel',)","Omaha city, Nebraska",623,±355,0.30%,±0.2
"('Other fuel',)","Orlando city, Florida",390,±321,0.40%,±0.3
"('Other fuel',)","Philadelphia city, Pennsylvania","2,004",±862,0.30%,±0.1
"('Other fuel',)","Phoenix city, Arizona",496,±304,0.10%,±0.1
"('Other fuel',)","Pittsburgh city, Pennsylvania",559,±285,0.40%,±0.2
"('Other fuel',)","Plano city, Texas",N,N,N,N
"('Other fuel',)","Portland city, Oregon","1,312",±561,0.50%,±0.2
"('Other fuel',)","Raleigh city, North Carolina",38,±65,0.00%,±0.1
"('Other fuel',)","Riverside city, California",136,±166,0.20%,±0.2
"('Other fuel',)","Sacramento city, California",381,±540,0.20%,±0.3
"('Other fuel',)","San Antonio city, Texas",489,±328,0.10%,±0.1
"('Other fuel',)","San Diego city, California",508,±393,0.10%,±0.1
"('Other fuel',)","San Francisco city, California","3,751",±871,1.00%,±0.2
"('Other fuel',)","San Jose city, California",163,±137,0.00%,±0.1
"('Other fuel',)","Santa Ana city, California",129,±124,0.20%,±0.2
"('Other fuel',)","Seattle city, Washington","1,904",±954,0.60%,±0.3
"('Other fuel',)","St. Louis city, Missouri",353,±248,0.20%,±0.2
"('Other fuel',)","St. Paul city, Minnesota","1,731",±715,1.60%,±0.6
"('Other fuel',)","Stockton city, California",45,±74,0.00%,±0.1
"('Other fuel',)","Tampa city, Florida",177,±170,0.10%,±0.1
"('Other fuel',)","Tucson city, Arizona",105,±130,0.00%,±0.1
"('Other fuel',)","Tulsa city, Oklahoma",198,±144,0.10%,±0.1
"('Other fuel',)","Virginia Beach city, Virginia",307,±270,0.20%,±0.2
"('Other fuel',)","Washington city, District of Columbia","1,448",±537,0.50%,±0.2
"('Other fuel',)","Wichita city, Kansas",130,±211,0.10%,±0.1
"('No fuel used',)","Albuquerque city, New Mexico",480,±332,0.20%,±0.1
"('No fuel used',)","Anaheim city, California","3,104",±969,2.90%,±0.9
"('No fuel used',)","Anchorage municipality, Alaska",490,±403,0.50%,±0.4
"('No fuel used',)","Arlington city, Texas",N,N,N,N
"('No fuel used',)","Atlanta city, Georgia",N,N,N,N
"('No fuel used',)","Aurora city, Colorado",854,±420,0.60%,±0.3
"('No fuel used',)","Austin city, Texas","2,158",±825,0.50%,±0.2
"('No fuel used',)","Bakersfield city, California","1,779",±912,1.50%,±0.8
"('No fuel used',)","Baltimore city, Maryland","2,104",±666,0.90%,±0.3
"('No fuel used',)","Boston city, Massachusetts","2,738",±679,1.00%,±0.2
"('No fuel used',)","Charlotte city, North Carolina",682,±245,0.20%,±0.1
"('No fuel used',)","Chicago city, Illinois","14,783","±1,894",1.40%,±0.2
"('No fuel used',)","Cincinnati city, Ohio","1,086",±577,0.80%,±0.4
"('No fuel used',)","Cleveland city, Ohio","1,379",±474,0.80%,±0.3
"('No fuel used',)","Colorado Springs city, Colorado",576,±376,0.30%,±0.2
"('No fuel used',)","Columbus city, Ohio","1,712",±796,0.50%,±0.2
"('No fuel used',)","Corpus Christi city, Texas",N,N,N,N
"('No fuel used',)","Dallas city, Texas","2,184",±716,0.40%,±0.1
"('No fuel used',)","Denver city, Colorado","2,674",±788,0.80%,±0.2
"('No fuel used',)","Detroit city, Michigan","1,511",±446,0.60%,±0.2
"('No fuel used',)","Durham city, North Carolina",200,±194,0.20%,±0.2
"('No fuel used',)","El Paso city, Texas",861,±490,0.40%,±0.2
"('No fuel used',)","Fort Worth city, Texas","1,370",±532,0.40%,±0.2
"('No fuel used',)","Fresno city, California","1,681","±1,013",1.00%,±0.6
"('No fuel used',)","Greensboro city, North Carolina",188,±172,0.20%,±0.1
"('No fuel used',)","Henderson city, Nevada",645,±364,0.50%,±0.3
"('No fuel used',)","Houston city, Texas","5,422","±1,599",0.60%,±0.2
"('No fuel used',)","Indianapolis city (balance), Indiana","1,030",±483,0.30%,±0.1
"('No fuel used',)","Irvine city, California","1,123",±736,1.10%,±0.7
"('No fuel used',)","Jacksonville city, Florida","2,782",±736,0.80%,±0.2
"('No fuel used',)","Jersey City city, New Jersey","2,116",±768,1.90%,±0.7
"('No fuel used',)","Kansas City city, Missouri",714,±359,0.30%,±0.2
"('No fuel used',)","Las Vegas city, Nevada","1,572",±535,0.70%,±0.2
"('No fuel used',)","Lincoln city, Nebraska",N,N,N,N
"('No fuel used',)","Long Beach city, California","11,890","±1,911",7.20%,±1.1
"('No fuel used',)","Los Angeles city, California","109,453","±5,573",7.80%,±0.4
"('No fuel used',)","Memphis city, Tennessee",959,±435,0.40%,±0.2
"('No fuel used',)","Mesa city, Arizona","1,624",±505,0.90%,±0.3
"('No fuel used',)","Miami city, Florida","8,195","±1,462",4.30%,±0.8
"('No fuel used',)","Milwaukee city, Wisconsin","1,158",±440,0.50%,±0.2
"('No fuel used',)","Minneapolis city, Minnesota","1,477",±469,0.80%,±0.3
"('No fuel used',)","New Orleans city, Louisiana",614,±195,0.40%,±0.1
"('No fuel used',)","New York city, New York","65,492","±4,067",2.00%,±0.1
"('No fuel used',)","Newark city, New Jersey","1,361",±580,1.30%,±0.6
"('No fuel used',)","Oakland city, California","6,153","±1,348",3.70%,±0.8
"('No fuel used',)","Oklahoma City city, Oklahoma","1,224",±564,0.50%,±0.2
"('No fuel used',)","Omaha city, Nebraska","1,160",±486,0.60%,±0.3
"('No fuel used',)","Orlando city, Florida","1,306",±640,1.20%,±0.6
"('No fuel used',)","Philadelphia city, Pennsylvania","4,173","±1,207",0.70%,±0.2
"('No fuel used',)","Phoenix city, Arizona","6,621","±1,281",1.10%,±0.2
"('No fuel used',)","Pittsburgh city, Pennsylvania","1,460",±615,1.00%,±0.4
"('No fuel used',)","Plano city, Texas",N,N,N,N
"('No fuel used',)","Portland city, Oregon","1,923",±734,0.70%,±0.3
"('No fuel used',)","Raleigh city, North Carolina",787,±380,0.40%,±0.2
"('No fuel used',)","Riverside city, California","3,074",±987,3.50%,±1.1
"('No fuel used',)","Sacramento city, California","1,334",±577,0.70%,±0.3
"('No fuel used',)","San Antonio city, Texas","2,934",±785,0.60%,±0.2
"('No fuel used',)","San Diego city, California","32,829","±3,417",6.40%,±0.6
"('No fuel used',)","San Francisco city, California","22,304","±2,901",6.10%,±0.8
"('No fuel used',)","San Jose city, California","3,146",±854,1.00%,±0.3
"('No fuel used',)","Santa Ana city, California","7,254","±1,302",9.10%,±1.7
"('No fuel used',)","Seattle city, Washington","3,076","±1,155",0.90%,±0.3
"('No fuel used',)","St. Louis city, Missouri",767,±381,0.50%,±0.3
"('No fuel used',)","St. Paul city, Minnesota","2,281",±783,2.10%,±0.7
"('No fuel used',)","Stockton city, California",840,±415,0.90%,±0.4
"('No fuel used',)","Tampa city, Florida",907,±406,0.60%,±0.3
"('No fuel used',)","Tucson city, Arizona","2,727",±878,1.30%,±0.4
"('No fuel used',)","Tulsa city, Oklahoma",437,±277,0.30%,±0.2
"('No fuel used',)","Virginia Beach city, Virginia",824,±399,0.50%,±0.2
"('No fuel used',)","Washington city, District of Columbia","5,735","±1,190",2.00%,±0.4
"('No fuel used',)","Wichita city, Kansas",561,±334,0.40%,±0.2
"('Occupied housing units',)","Albuquerque city, New Mexico","227,179","±3,703","227,179",(X)
"('Occupied housing units',)","Anaheim city, California","105,301","±3,293","105,301",(X)
"('Occupied housing units',)","Anchorage municipality, Alaska","105,198","±2,489","105,198",(X)
"('Occupied housing units',)","Arlington city, Texas","138,639","±4,153","138,639",(X)
"('Occupied housing units',)","Atlanta city, Georgia","223,736","±5,878","223,736",(X)
"('Occupied housing units',)","Aurora city, Colorado","136,443","±2,693","136,443",(X)
"('Occupied housing units',)","Austin city, Texas","409,903","±5,829","409,903",(X)
"('Occupied housing units',)","Bakersfield city, California","116,558","±3,205","116,558",(X)
"('Occupied housing units',)","Baltimore city, Maryland","242,694","±3,666","242,694",(X)
"('Occupied housing units',)","Boston city, Massachusetts","271,553","±4,551","271,553",(X)
"('Occupied housing units',)","Charlotte city, North Carolina","342,448","±5,660","342,448",(X)
"('Occupied housing units',)","Chicago city, Illinois","1,080,345","±9,304","1,080,345",(X)
"('Occupied housing units',)","Cincinnati city, Ohio","137,582","±3,335","137,582",(X)
"('Occupied housing units',)","Cleveland city, Ohio","171,632","±4,640","171,632",(X)
"('Occupied housing units',)","Colorado Springs city, Colorado","188,837","±2,803","188,837",(X)
"('Occupied housing units',)","Columbus city, Ohio","368,491","±5,107","368,491",(X)
"('Occupied housing units',)","Corpus Christi city, Texas","119,184","±3,288","119,184",(X)
"('Occupied housing units',)","Dallas city, Texas","518,998","±7,150","518,998",(X)
"('Occupied housing units',)","Denver city, Colorado","318,445","±3,441","318,445",(X)
"('Occupied housing units',)","Detroit city, Michigan","267,139","±4,836","267,139",(X)
"('Occupied housing units',)","Durham city, North Carolina","114,726","±2,575","114,726",(X)
"('Occupied housing units',)","El Paso city, Texas","223,076","±3,642","223,076",(X)
"('Occupied housing units',)","Fort Worth city, Texas","309,097","±6,094","309,097",(X)
"('Occupied housing units',)","Fresno city, California","172,815","±3,237","172,815",(X)
"('Occupied housing units',)","Greensboro city, North Carolina","118,046","±3,763","118,046",(X)
"('Occupied housing units',)","Henderson city, Nevada","121,285","±3,413","121,285",(X)
"('Occupied housing units',)","Houston city, Texas","876,504","±9,872","876,504",(X)
"('Occupied housing units',)","Indianapolis city (balance), Indiana","340,639","±4,213","340,639",(X)
"('Occupied housing units',)","Irvine city, California","104,524","±3,414","104,524",(X)
"('Occupied housing units',)","Jacksonville city, Florida","349,171","±4,506","349,171",(X)
"('Occupied housing units',)","Jersey City city, New Jersey","108,939","±2,641","108,939",(X)
"('Occupied housing units',)","Kansas City city, Missouri","209,768","±4,049","209,768",(X)
"('Occupied housing units',)","Las Vegas city, Nevada","235,628","±5,729","235,628",(X)
"('Occupied housing units',)","Lincoln city, Nebraska","117,726","±2,263","117,726",(X)
"('Occupied housing units',)","Long Beach city, California","165,689","±4,194","165,689",(X)
"('Occupied housing units',)","Los Angeles city, California","1,398,900","±11,130","1,398,900",(X)
"('Occupied housing units',)","Memphis city, Tennessee","254,423","±4,870","254,423",(X)
"('Occupied housing units',)","Mesa city, Arizona","187,111","±4,486","187,111",(X)
"('Occupied housing units',)","Miami city, Florida","189,084","±5,912","189,084",(X)
"('Occupied housing units',)","Milwaukee city, Wisconsin","232,176","±4,317","232,176",(X)
"('Occupied housing units',)","Minneapolis city, Minnesota","181,833","±4,194","181,833",(X)
"('Occupied housing units',)","New Orleans city, Louisiana","151,753","±2,527","151,753",(X)
"('Occupied housing units',)","New York city, New York","3,211,033","±12,221","3,211,033",(X)
"('Occupied housing units',)","Newark city, New Jersey","102,155","±3,269","102,155",(X)
"('Occupied housing units',)","Oakland city, California","168,413","±3,723","168,413",(X)
"('Occupied housing units',)","Oklahoma City city, Oklahoma","249,615","±3,750","249,615",(X)
"('Occupied housing units',)","Omaha city, Nebraska","188,824","±2,348","188,824",(X)
"('Occupied housing units',)","Orlando city, Florida","109,454","±4,328","109,454",(X)
"('Occupied housing units',)","Philadelphia city, Pennsylvania","619,505","±4,709","619,505",(X)
"('Occupied housing units',)","Phoenix city, Arizona","586,878","±7,653","586,878",(X)
"('Occupied housing units',)","Pittsburgh city, Pennsylvania","143,276","±3,942","143,276",(X)
"('Occupied housing units',)","Plano city, Texas","107,721","±2,964","107,721",(X)
"('Occupied housing units',)","Portland city, Oregon","280,176","±3,794","280,176",(X)
"('Occupied housing units',)","Raleigh city, North Carolina","188,412","±4,255","188,412",(X)
"('Occupied housing units',)","Riverside city, California","87,189","±3,049","87,189",(X)
"('Occupied housing units',)","Sacramento city, California","191,911","±3,797","191,911",(X)
"('Occupied housing units',)","San Antonio city, Texas","512,273","±5,781","512,273",(X)
"('Occupied housing units',)","San Diego city, California","512,530","±7,052","512,530",(X)
"('Occupied housing units',)","San Francisco city, California","365,851","±4,759","365,851",(X)
"('Occupied housing units',)","San Jose city, California","327,894","±5,001","327,894",(X)
"('Occupied housing units',)","Santa Ana city, California","79,704","±2,689","79,704",(X)
"('Occupied housing units',)","Seattle city, Washington","343,988","±6,250","343,988",(X)
"('Occupied housing units',)","St. Louis city, Missouri","146,779","±3,107","146,779",(X)
"('Occupied housing units',)","St. Paul city, Minnesota","110,782","±2,452","110,782",(X)
"('Occupied housing units',)","Stockton city, California","96,149","±3,251","96,149",(X)
"('Occupied housing units',)","Tampa city, Florida","153,918","±3,788","153,918",(X)
"('Occupied housing units',)","Tucson city, Arizona","217,993","±4,317","217,993",(X)
"('Occupied housing units',)","Tulsa city, Oklahoma","163,801","±2,216","163,801",(X)
"('Occupied housing units',)","Virginia Beach city, Virginia","175,029","±2,072","175,029",(X)
"('Occupied housing units',)","Washington city, District of Columbia","291,570","±3,959","291,570",(X)
"('Occupied housing units',)","Wichita city, Kansas","153,454","±3,015","153,454",(X)
"('Lacking complete plumbing facilities',)","Albuquerque city, New Mexico",975,±588,0.40%,±0.3
"('Lacking complete plumbing facilities',)","Anaheim city, California",519,±417,0.50%,±0.4
"('Lacking complete plumbing facilities',)","Anchorage municipality, Alaska",485,±360,0.50%,±0.3
"('Lacking complete plumbing facilities',)","Arlington city, Texas",339,±259,0.20%,±0.2
"('Lacking complete plumbing facilities',)","Atlanta city, Georgia","1,187",±741,0.50%,±0.3
"('Lacking complete plumbing facilities',)","Aurora city, Colorado",285,±227,0.20%,±0.2
"('Lacking complete plumbing facilities',)","Austin city, Texas","1,346",±857,0.30%,±0.2
"('Lacking complete plumbing facilities',)","Bakersfield city, California",733,±569,0.60%,±0.5
"('Lacking complete plumbing facilities',)","Baltimore city, Maryland",907,±550,0.40%,±0.2
"('Lacking complete plumbing facilities',)","Boston city, Massachusetts",755,±534,0.30%,±0.2
"('Lacking complete plumbing facilities',)","Charlotte city, North Carolina","1,092",±538,0.30%,±0.2
"('Lacking complete plumbing facilities',)","Chicago city, Illinois","4,674","±1,326",0.40%,±0.1
"('Lacking complete plumbing facilities',)","Cincinnati city, Ohio",213,±178,0.20%,±0.1
"('Lacking complete plumbing facilities',)","Cleveland city, Ohio","1,715",±804,1.00%,±0.5
"('Lacking complete plumbing facilities',)","Colorado Springs city, Colorado",356,±321,0.20%,±0.2
"('Lacking complete plumbing facilities',)","Columbus city, Ohio","1,352",±714,0.40%,±0.2
"('Lacking complete plumbing facilities',)","Corpus Christi city, Texas",648,±546,0.50%,±0.5
"('Lacking complete plumbing facilities',)","Dallas city, Texas","2,121",±915,0.40%,±0.2
"('Lacking complete plumbing facilities',)","Denver city, Colorado","1,068",±795,0.30%,±0.2
"('Lacking complete plumbing facilities',)","Detroit city, Michigan","2,099",±711,0.80%,±0.3
"('Lacking complete plumbing facilities',)","Durham city, North Carolina",120,±210,0.10%,±0.2
"('Lacking complete plumbing facilities',)","El Paso city, Texas",579,±426,0.30%,±0.2
"('Lacking complete plumbing facilities',)","Fort Worth city, Texas",763,±515,0.20%,±0.2
"('Lacking complete plumbing facilities',)","Fresno city, California",64,±79,0.00%,±0.1
"('Lacking complete plumbing facilities',)","Greensboro city, North Carolina",694,±576,0.60%,±0.5
"('Lacking complete plumbing facilities',)","Henderson city, Nevada",381,±440,0.30%,±0.4
"('Lacking complete plumbing facilities',)","Houston city, Texas","2,924","±1,192",0.30%,±0.1
"('Lacking complete plumbing facilities',)","Indianapolis city (balance), Indiana",835,±455,0.20%,±0.1
"('Lacking complete plumbing facilities',)","Irvine city, California",166,±274,0.20%,±0.3
"('Lacking complete plumbing facilities',)","Jacksonville city, Florida",607,±597,0.20%,±0.2
"('Lacking complete plumbing facilities',)","Jersey City city, New Jersey",96,±111,0.10%,±0.1
"('Lacking complete plumbing facilities',)","Kansas City city, Missouri",791,±431,0.40%,±0.2
"('Lacking complete plumbing facilities',)","Las Vegas city, Nevada","1,710",±932,0.70%,±0.4
"('Lacking complete plumbing facilities',)","Lincoln city, Nebraska",157,±150,0.10%,±0.1
"('Lacking complete plumbing facilities',)","Long Beach city, California",172,±179,0.10%,±0.1
"('Lacking complete plumbing facilities',)","Los Angeles city, California","6,070","±1,215",0.40%,±0.1
"('Lacking complete plumbing facilities',)","Memphis city, Tennessee","1,002",±766,0.40%,±0.3
"('Lacking complete plumbing facilities',)","Mesa city, Arizona",603,±376,0.30%,±0.2
"('Lacking complete plumbing facilities',)","Miami city, Florida",900,±697,0.50%,±0.4
"('Lacking complete plumbing facilities',)","Milwaukee city, Wisconsin",586,±460,0.30%,±0.2
"('Lacking complete plumbing facilities',)","Minneapolis city, Minnesota",574,±440,0.30%,±0.2
"('Lacking complete plumbing facilities',)","New Orleans city, Louisiana",760,±384,0.50%,±0.3
"('Lacking complete plumbing facilities',)","New York city, New York","11,214","±2,351",0.30%,±0.1
"('Lacking complete plumbing facilities',)","Newark city, New Jersey",669,±530,0.70%,±0.5
"('Lacking complete plumbing facilities',)","Oakland city, California",837,±525,0.50%,±0.3
"('Lacking complete plumbing facilities',)","Oklahoma City city, Oklahoma",780,±512,0.30%,±0.2
