Metric,City,Estimate,Estimate Margin of Error,Percent,Percent Margin of Error
"('Housing units without a mortgage',)","St. Paul city, Minnesota","17,361","±1,455",30.70%,±2.6
"('Housing units without a mortgage',)","Stockton city, California","11,999","±1,310",26.10%,±2.4
"('Housing units without a mortgage',)","Tampa city, Florida","23,156","±1,934",33.60%,±2.3
"('Housing units without a mortgage',)","Tucson city, Arizona","35,592","±2,627",36.30%,±2.1
"('Housing units without a mortgage',)","Tulsa city, Oklahoma","33,848","±1,669",39.80%,±1.8
"('Housing units without a mortgage',)","Virginia Beach city, Virginia","25,175","±1,931",23.80%,±1.8
"('Housing units without a mortgage',)","Washington city, District of Columbia","26,868","±2,013",23.90%,±1.7
"('Housing units without a mortgage',)","Wichita city, Kansas","33,475","±2,297",37.90%,±2.3
"('Housing units with a mortgage',)","Albuquerque city, New Mexico","88,235","±3,882","88,235",(X)
"('Housing units with a mortgage',)","Anaheim city, California","31,488","±2,225","31,488",(X)
"('Housing units with a mortgage',)","Anchorage municipality, Alaska","45,387","±2,477","45,387",(X)
"('Housing units with a mortgage',)","Arlington city, Texas","48,589","±3,126","48,589",(X)
"('Housing units with a mortgage',)","Atlanta city, Georgia","56,415","±3,145","56,415",(X)
"('Housing units with a mortgage',)","Aurora city, Colorado","57,067","±2,671","57,067",(X)
"('Housing units with a mortgage',)","Austin city, Texas","111,627","±4,282","111,627",(X)
"('Housing units with a mortgage',)","Bakersfield city, California","51,329","±3,285","51,329",(X)
"('Housing units with a mortgage',)","Baltimore city, Maryland","73,598","±2,972","73,598",(X)
"('Housing units with a mortgage',)","Boston city, Massachusetts","66,883","±3,713","66,883",(X)
"('Housing units with a mortgage',)","Charlotte city, North Carolina","131,258","±3,886","131,258",(X)
"('Housing units with a mortgage',)","Chicago city, Illinois","313,199","±6,707","313,199",(X)
"('Housing units with a mortgage',)","Cincinnati city, Ohio","35,695","±2,478","35,695",(X)
"('Housing units with a mortgage',)","Cleveland city, Ohio","38,596","±2,113","38,596",(X)
"('Housing units with a mortgage',)","Colorado Springs city, Colorado","75,066","±3,296","75,066",(X)
"('Housing units with a mortgage',)","Columbus city, Ohio","112,773","±3,995","112,773",(X)
"('Housing units with a mortgage',)","Corpus Christi city, Texas","34,216","±2,460","34,216",(X)
"('Housing units with a mortgage',)","Dallas city, Texas","122,879","±4,554","122,879",(X)
"('Housing units with a mortgage',)","Denver city, Colorado","105,467","±3,852","105,467",(X)
"('Housing units with a mortgage',)","Detroit city, Michigan","42,972","±1,981","42,972",(X)
"('Housing units with a mortgage',)","Durham city, North Carolina","37,402","±2,604","37,402",(X)
"('Housing units with a mortgage',)","El Paso city, Texas","79,031","±3,897","79,031",(X)
"('Housing units with a mortgage',)","Fort Worth city, Texas","105,508","±4,696","105,508",(X)
"('Housing units with a mortgage',)","Fresno city, California","53,245","±2,795","53,245",(X)
"('Housing units with a mortgage',)","Greensboro city, North Carolina","41,589","±2,536","41,589",(X)
"('Housing units with a mortgage',)","Henderson city, Nevada","51,884","±2,313","51,884",(X)
"('Housing units with a mortgage',)","Houston city, Texas","194,283","±6,103","194,283",(X)
"('Housing units with a mortgage',)","Indianapolis city (balance), Indiana","119,111","±3,843","119,111",(X)
"('Housing units with a mortgage',)","Irvine city, California","29,106","±2,304","29,106",(X)
"('Housing units with a mortgage',)","Jacksonville city, Florida","125,194","±4,536","125,194",(X)
"('Housing units with a mortgage',)","Jersey City city, New Jersey","18,416","±1,842","18,416",(X)
"('Housing units with a mortgage',)","Kansas City city, Missouri","70,672","±2,756","70,672",(X)
"('Housing units with a mortgage',)","Las Vegas city, Nevada","79,546","±4,225","79,546",(X)
"('Housing units with a mortgage',)","Lincoln city, Nebraska","43,235","±1,925","43,235",(X)
"('Housing units with a mortgage',)","Long Beach city, California","48,201","±2,652","48,201",(X)
"('Housing units with a mortgage',)","Los Angeles city, California","361,644","±7,092","361,644",(X)
"('Housing units with a mortgage',)","Memphis city, Tennessee","74,960","±3,400","74,960",(X)
"('Housing units with a mortgage',)","Mesa city, Arizona","62,360","±2,754","62,360",(X)
"('Housing units with a mortgage',)","Miami city, Florida","25,591","±2,131","25,591",(X)
"('Housing units with a mortgage',)","Milwaukee city, Wisconsin","65,624","±3,354","65,624",(X)
"('Housing units with a mortgage',)","Minneapolis city, Minnesota","60,456","±2,230","60,456",(X)
"('Housing units with a mortgage',)","New Orleans city, Louisiana","39,799","±2,070","39,799",(X)
"('Housing units with a mortgage',)","New York city, New York","592,919","±10,255","592,919",(X)
"('Housing units with a mortgage',)","Newark city, New Jersey","14,722","±1,455","14,722",(X)
"('Housing units with a mortgage',)","Oakland city, California","48,118","±3,048","48,118",(X)
"('Housing units with a mortgage',)","Oklahoma City city, Oklahoma","86,976","±3,153","86,976",(X)
"('Housing units with a mortgage',)","Omaha city, Nebraska","69,606","±3,005","69,606",(X)
"('Housing units with a mortgage',)","Orlando city, Florida","24,837","±2,443","24,837",(X)
"('Housing units with a mortgage',)","Philadelphia city, Pennsylvania","183,610","±5,413","183,610",(X)
"('Housing units with a mortgage',)","Phoenix city, Arizona","194,677","±4,366","194,677",(X)
"('Housing units with a mortgage',)","Pittsburgh city, Pennsylvania","34,741","±1,957","34,741",(X)
"('Housing units with a mortgage',)","Plano city, Texas","42,213","±2,441","42,213",(X)
"('Housing units with a mortgage',)","Portland city, Oregon","100,300","±3,702","100,300",(X)
"('Housing units with a mortgage',)","Raleigh city, North Carolina","73,281","±3,374","73,281",(X)
"('Housing units with a mortgage',)","Riverside city, California","38,121","±2,457","38,121",(X)
"('Housing units with a mortgage',)","Sacramento city, California","56,465","±2,918","56,465",(X)
"('Housing units with a mortgage',)","San Antonio city, Texas","149,547","±5,281","149,547",(X)
"('Housing units with a mortgage',)","San Diego city, California","163,226","±4,942","163,226",(X)
"('Housing units with a mortgage',)","San Francisco city, California","86,454","±3,731","86,454",(X)
"('Housing units with a mortgage',)","San Jose city, California","133,596","±4,381","133,596",(X)
"('Housing units with a mortgage',)","Santa Ana city, California","23,464","±1,530","23,464",(X)
"('Housing units with a mortgage',)","Seattle city, Washington","106,587","±4,656","106,587",(X)
"('Housing units with a mortgage',)","St. Louis city, Missouri","40,441","±2,246","40,441",(X)
"('Housing units with a mortgage',)","St. Paul city, Minnesota","39,252","±2,306","39,252",(X)
"('Housing units with a mortgage',)","Stockton city, California","33,893","±1,684","33,893",(X)
"('Housing units with a mortgage',)","Tampa city, Florida","45,804","±2,745","45,804",(X)
"('Housing units with a mortgage',)","Tucson city, Arizona","62,428","±2,983","62,428",(X)
"('Housing units with a mortgage',)","Tulsa city, Oklahoma","51,167","±2,292","51,167",(X)
"('Housing units with a mortgage',)","Virginia Beach city, Virginia","80,658","±2,920","80,658",(X)
"('Housing units with a mortgage',)","Washington city, District of Columbia","85,687","±3,563","85,687",(X)
"('Housing units with a mortgage',)","Wichita city, Kansas","54,961","±2,575","54,961",(X)
"('Less than $500',)","Albuquerque city, New Mexico",900,±470,1.00%,±0.5
"('Less than $500',)","Anaheim city, California",283,±237,0.90%,±0.8
"('Less than $500',)","Anchorage municipality, Alaska",265,±415,0.60%,±0.9
"('Less than $500',)","Arlington city, Texas",77,±129,0.20%,±0.3
"('Less than $500',)","Atlanta city, Georgia",169,±164,0.30%,±0.3
"('Less than $500',)","Aurora city, Colorado","1,036",±431,1.80%,±0.7
"('Less than $500',)","Austin city, Texas",378,±274,0.30%,±0.2
"('Less than $500',)","Bakersfield city, California",378,±271,0.70%,±0.5
"('Less than $500',)","Baltimore city, Maryland",484,±284,0.70%,±0.4
"('Less than $500',)","Boston city, Massachusetts",109,±113,0.20%,±0.2
"('Less than $500',)","Charlotte city, North Carolina","1,464",±438,1.10%,±0.3
"('Less than $500',)","Chicago city, Illinois","1,362",±462,0.40%,±0.1
"('Less than $500',)","Cincinnati city, Ohio",376,±192,1.10%,±0.5
"('Less than $500',)","Cleveland city, Ohio","1,671",±457,4.30%,±1.2
"('Less than $500',)","Colorado Springs city, Colorado",923,±398,1.20%,±0.5
"('Less than $500',)","Columbus city, Ohio","1,532",±502,1.40%,±0.4
"('Less than $500',)","Corpus Christi city, Texas",269,±199,0.80%,±0.6
"('Less than $500',)","Dallas city, Texas",905,±365,0.70%,±0.3
"('Less than $500',)","Denver city, Colorado","1,085",±424,1.00%,±0.4
"('Less than $500',)","Detroit city, Michigan","1,184",±470,2.80%,±1.1
"('Less than $500',)","Durham city, North Carolina",487,±323,1.30%,±0.9
"('Less than $500',)","El Paso city, Texas","1,312",±618,1.70%,±0.8
"('Less than $500',)","Fort Worth city, Texas",991,±415,0.90%,±0.4
"('Less than $500',)","Fresno city, California",615,±320,1.20%,±0.6
"('Less than $500',)","Greensboro city, North Carolina",682,±437,1.60%,±1.1
"('Less than $500',)","Henderson city, Nevada",465,±358,0.90%,±0.7
"('Less than $500',)","Houston city, Texas","1,430",±618,0.70%,±0.3
"('Less than $500',)","Indianapolis city (balance), Indiana","2,526",±778,2.10%,±0.7
"('Less than $500',)","Irvine city, California",0,±201,0.00%,±0.6
"('Less than $500',)","Jacksonville city, Florida","1,773",±560,1.40%,±0.4
"('Less than $500',)","Jersey City city, New Jersey",0,±197,0.00%,±0.9
"('Less than $500',)","Kansas City city, Missouri",669,±309,0.90%,±0.4
"('Less than $500',)","Las Vegas city, Nevada","1,039",±458,1.30%,±0.6
"('Less than $500',)","Lincoln city, Nebraska",315,±189,0.70%,±0.4
"('Less than $500',)","Long Beach city, California",82,±95,0.20%,±0.2
"('Less than $500',)","Los Angeles city, California",689,±296,0.20%,±0.1
"('Less than $500',)","Memphis city, Tennessee","1,355",±519,1.80%,±0.7
"('Less than $500',)","Mesa city, Arizona",677,±280,1.10%,±0.4
"('Less than $500',)","Miami city, Florida",189,±226,0.70%,±0.9
"('Less than $500',)","Milwaukee city, Wisconsin",429,±282,0.70%,±0.4
"('Less than $500',)","Minneapolis city, Minnesota",339,±238,0.60%,±0.4
"('Less than $500',)","New Orleans city, Louisiana",911,±350,2.30%,±0.9
"('Less than $500',)","New York city, New York","6,549","±1,345",1.10%,±0.2
"('Less than $500',)","Newark city, New Jersey",0,±197,0.00%,±1.1
"('Less than $500',)","Oakland city, California",533,±342,1.10%,±0.7
"('Less than $500',)","Oklahoma City city, Oklahoma",812,±292,0.90%,±0.3
"('Less than $500',)","Omaha city, Nebraska",441,±208,0.60%,±0.3
"('Less than $500',)","Orlando city, Florida",441,±372,1.80%,±1.5
"('Less than $500',)","Philadelphia city, Pennsylvania","2,883",±754,1.60%,±0.4
"('Less than $500',)","Phoenix city, Arizona","2,714",±502,1.40%,±0.3
"('Less than $500',)","Pittsburgh city, Pennsylvania","1,209",±502,3.50%,±1.5
"('Less than $500',)","Plano city, Texas",38,±61,0.10%,±0.1
"('Less than $500',)","Portland city, Oregon",480,±267,0.50%,±0.3
"('Less than $500',)","Raleigh city, North Carolina",376,±291,0.50%,±0.4
"('Less than $500',)","Riverside city, California",259,±208,0.70%,±0.5
"('Less than $500',)","Sacramento city, California",155,±159,0.30%,±0.3
"('Less than $500',)","San Antonio city, Texas","1,583",±569,1.10%,±0.4
"('Less than $500',)","San Diego city, California",962,±473,0.60%,±0.3
"('Less than $500',)","San Francisco city, California",286,±178,0.30%,±0.2
"('Less than $500',)","San Jose city, California",431,±212,0.30%,±0.2
"('Less than $500',)","Santa Ana city, California",282,±239,1.20%,±1.0
"('Less than $500',)","Seattle city, Washington",380,±295,0.40%,±0.3
"('Less than $500',)","St. Louis city, Missouri",588,±322,1.50%,±0.8
"('Less than $500',)","St. Paul city, Minnesota",368,±238,0.90%,±0.6
"('Less than $500',)","Stockton city, California",356,±187,1.10%,±0.5
"('Less than $500',)","Tampa city, Florida",989,±471,2.20%,±1.0
"('Less than $500',)","Tucson city, Arizona","1,560",±562,2.50%,±0.9
"('Less than $500',)","Tulsa city, Oklahoma",887,±347,1.70%,±0.7
"('Less than $500',)","Virginia Beach city, Virginia",416,±248,0.50%,±0.3
"('Less than $500',)","Washington city, District of Columbia",316,±220,0.40%,±0.3
"('Less than $500',)","Wichita city, Kansas",770,±323,1.40%,±0.6
"('$500 to $999',)","Albuquerque city, New Mexico","17,890","±1,862",20.30%,±2.0
"('$500 to $999',)","Anaheim city, California","1,592",±580,5.10%,±1.8
"('$500 to $999',)","Anchorage municipality, Alaska","1,505",±599,3.30%,±1.3
"('$500 to $999',)","Arlington city, Texas","7,873","±1,379",16.20%,±2.8
"('$500 to $999',)","Atlanta city, Georgia","8,640","±1,375",15.30%,±2.2
"('$500 to $999',)","Aurora city, Colorado","9,320","±1,236",16.30%,±2.0
"('$500 to $999',)","Austin city, Texas","5,466",±913,4.90%,±0.8
"('$500 to $999',)","Bakersfield city, California","7,139","±1,291",13.90%,±2.2
"('$500 to $999',)","Baltimore city, Maryland","15,335","±1,926",20.80%,±2.5
"('$500 to $999',)","Boston city, Massachusetts","3,022",±929,4.50%,±1.4
"('$500 to $999',)","Charlotte city, North Carolina","29,100","±2,167",22.20%,±1.5
"('$500 to $999',)","Chicago city, Illinois","24,247","±2,276",7.70%,±0.7
"('$500 to $999',)","Cincinnati city, Ohio","10,672","±1,580",29.90%,±3.5
"('$500 to $999',)","Cleveland city, Ohio","19,398","±1,551",50.30%,±3.3
"('$500 to $999',)","Colorado Springs city, Colorado","12,145","±1,553",16.20%,±2.0
"('$500 to $999',)","Columbus city, Ohio","27,410","±2,146",24.30%,±1.7
"('$500 to $999',)","Corpus Christi city, Texas","8,319","±1,671",24.30%,±4.0
"('$500 to $999',)","Dallas city, Texas","26,614","±2,455",21.70%,±1.8
"('$500 to $999',)","Denver city, Colorado","14,963","±1,729",14.20%,±1.6
"('$500 to $999',)","Detroit city, Michigan","17,079","±1,828",39.70%,±3.4
"('$500 to $999',)","Durham city, North Carolina","7,317","±1,352",19.60%,±3.3
"('$500 to $999',)","El Paso city, Texas","27,174","±2,631",34.40%,±3.2
"('$500 to $999',)","Fort Worth city, Texas","17,522","±1,844",16.60%,±1.7
"('$500 to $999',)","Fresno city, California","9,536","±1,460",17.90%,±2.6
"('$500 to $999',)","Greensboro city, North Carolina","14,593","±1,710",35.10%,±3.3
"('$500 to $999',)","Henderson city, Nevada","6,121","±1,043",11.80%,±1.9
"('$500 to $999',)","Houston city, Texas","32,575","±3,241",16.80%,±1.6
"('$500 to $999',)","Indianapolis city (balance), Indiana","45,568","±3,335",38.30%,±2.3
"('$500 to $999',)","Irvine city, California",423,±255,1.50%,±0.9
"('$500 to $999',)","Jacksonville city, Florida","33,445","±2,771",26.70%,±2.0
"('$500 to $999',)","Jersey City city, New Jersey",388,±246,2.10%,±1.3
"('$500 to $999',)","Kansas City city, Missouri","18,607","±1,657",26.30%,±2.3
"('$500 to $999',)","Las Vegas city, Nevada","18,889","±2,092",23.70%,±2.3
"('$500 to $999',)","Lincoln city, Nebraska","10,413","±1,206",24.10%,±2.5
"('$500 to $999',)","Long Beach city, California","2,847",±687,5.90%,±1.4
"('$500 to $999',)","Los Angeles city, California","13,901","±1,389",3.80%,±0.4
"('$500 to $999',)","Memphis city, Tennessee","26,855","±2,311",35.80%,±2.5
"('$500 to $999',)","Mesa city, Arizona","13,808","±1,549",22.10%,±2.2
"('$500 to $999',)","Miami city, Florida","2,931",±867,11.50%,±3.3
"('$500 to $999',)","Milwaukee city, Wisconsin","15,323","±1,323",23.30%,±1.9
"('$500 to $999',)","Minneapolis city, Minnesota","6,854","±1,016",11.30%,±1.6
"('$500 to $999',)","New Orleans city, Louisiana","6,253","±1,084",15.70%,±2.6
