Metric,City,Estimate,Estimate Margin of Error,Percent,Percent Margin of Error
"('Housing units with a mortgage',)","El Paso city, Texas","76,544","±3,675","76,544",(X)
"('Housing units with a mortgage',)","Fort Worth city, Texas","104,011","±5,086","104,011",(X)
"('Housing units with a mortgage',)","Fresno city, California","53,807","±3,214","53,807",(X)
"('Housing units with a mortgage',)","Greensboro city, North Carolina","40,367","±2,552","40,367",(X)
"('Housing units with a mortgage',)","Henderson city, Nevada","44,597","±2,719","44,597",(X)
"('Housing units with a mortgage',)","Houston city, Texas","194,641","±6,595","194,641",(X)
"('Housing units with a mortgage',)","Indianapolis city (balance), Indiana","124,743","±4,261","124,743",(X)
"('Housing units with a mortgage',)","Irvine city, California","31,302","±2,843","31,302",(X)
"('Housing units with a mortgage',)","Jacksonville city, Florida","119,816","±4,074","119,816",(X)
"('Housing units with a mortgage',)","Jersey City city, New Jersey","20,430","±2,079","20,430",(X)
"('Housing units with a mortgage',)","Kansas City city, Missouri","67,067","±2,931","67,067",(X)
"('Housing units with a mortgage',)","Las Vegas city, Nevada","74,759","±3,860","74,759",(X)
"('Housing units with a mortgage',)","Lincoln city, Nebraska","42,716","±2,140","42,716",(X)
"('Housing units with a mortgage',)","Long Beach city, California","47,679","±2,662","47,679",(X)
"('Housing units with a mortgage',)","Los Angeles city, California","368,221","±7,308","368,221",(X)
"('Housing units with a mortgage',)","Memphis city, Tennessee","76,434","±3,487","76,434",(X)
"('Housing units with a mortgage',)","Mesa city, Arizona","63,958","±2,906","63,958",(X)
"('Housing units with a mortgage',)","Miami city, Florida","24,668","±2,228","24,668",(X)
"('Housing units with a mortgage',)","Milwaukee city, Wisconsin","66,233","±3,237","66,233",(X)
"('Housing units with a mortgage',)","Minneapolis city, Minnesota","59,224","±2,747","59,224",(X)
"('Housing units with a mortgage',)","New Orleans city, Louisiana","37,232","±2,007","37,232",(X)
"('Housing units with a mortgage',)","New York city, New York","595,308","±10,555","595,308",(X)
"('Housing units with a mortgage',)","Newark city, New Jersey","15,805","±1,476","15,805",(X)
"('Housing units with a mortgage',)","Oakland city, California","46,379","±2,611","46,379",(X)
"('Housing units with a mortgage',)","Oklahoma City city, Oklahoma","83,503","±3,346","83,503",(X)
"('Housing units with a mortgage',)","Omaha city, Nebraska","66,740","±2,569","66,740",(X)
"('Housing units with a mortgage',)","Orlando city, Florida","23,921","±2,241","23,921",(X)
"('Housing units with a mortgage',)","Philadelphia city, Pennsylvania","181,506","±5,471","181,506",(X)
"('Housing units with a mortgage',)","Phoenix city, Arizona","193,741","±5,461","193,741",(X)
"('Housing units with a mortgage',)","Pittsburgh city, Pennsylvania","35,106","±1,986","35,106",(X)
"('Housing units with a mortgage',)","Plano city, Texas","44,164","±2,192","44,164",(X)
"('Housing units with a mortgage',)","Portland city, Oregon","98,380","±3,657","98,380",(X)
"('Housing units with a mortgage',)","Raleigh city, North Carolina","66,763","±3,225","66,763",(X)
"('Housing units with a mortgage',)","Riverside city, California","37,171","±2,746","37,171",(X)
"('Housing units with a mortgage',)","Sacramento city, California","56,923","±2,392","56,923",(X)
"('Housing units with a mortgage',)","San Antonio city, Texas","163,467","±5,732","163,467",(X)
"('Housing units with a mortgage',)","San Diego city, California","167,889","±5,259","167,889",(X)
"('Housing units with a mortgage',)","San Francisco city, California","89,249","±3,948","89,249",(X)
"('Housing units with a mortgage',)","San Jose city, California","134,937","±4,632","134,937",(X)
"('Housing units with a mortgage',)","Santa Ana city, California","25,104","±1,798","25,104",(X)
"('Housing units with a mortgage',)","Seattle city, Washington","99,776","±3,842","99,776",(X)
"('Housing units with a mortgage',)","St. Louis city, Missouri","38,264","±2,555","38,264",(X)
"('Housing units with a mortgage',)","St. Paul city, Minnesota","37,410","±2,127","37,410",(X)
"('Housing units with a mortgage',)","Stockton city, California","31,957","±2,319","31,957",(X)
"('Housing units with a mortgage',)","Tampa city, Florida","43,325","±2,384","43,325",(X)
"('Housing units with a mortgage',)","Tucson city, Arizona","60,513","±2,712","60,513",(X)
"('Housing units with a mortgage',)","Tulsa city, Oklahoma","52,731","±2,020","52,731",(X)
"('Housing units with a mortgage',)","Virginia Beach city, Virginia","82,378","±2,546","82,378",(X)
"('Housing units with a mortgage',)","Washington city, District of Columbia","85,550","±3,521","85,550",(X)
"('Housing units with a mortgage',)","Wichita city, Kansas","57,056","±2,487","57,056",(X)
"('Less than $300',)","Albuquerque city, New Mexico",411,±260,0.50%,±0.3
"('Less than $300',)","Anaheim city, California",0,±200,0.00%,±0.5
"('Less than $300',)","Anchorage municipality, Alaska",0,±145,0.00%,±0.2
"('Less than $300',)","Arlington city, Texas",128,±122,0.30%,±0.2
"('Less than $300',)","Atlanta city, Georgia",147,±135,0.20%,±0.2
"('Less than $300',)","Aurora city, Colorado",0,±192,0.00%,±0.3
"('Less than $300',)","Austin city, Texas",0,±211,0.00%,±0.2
"('Less than $300',)","Bakersfield city, California",164,±199,0.30%,±0.4
"('Less than $300',)","Baltimore city, Maryland",193,±166,0.30%,±0.2
"('Less than $300',)","Boston city, Massachusetts",134,±172,0.20%,±0.3
"('Less than $300',)","Charlotte city, North Carolina",392,±240,0.30%,±0.2
"('Less than $300',)","Chicago city, Illinois",422,±201,0.10%,±0.1
"('Less than $300',)","Cincinnati city, Ohio",87,±111,0.30%,±0.3
"('Less than $300',)","Cleveland city, Ohio",141,±141,0.40%,±0.4
"('Less than $300',)","Colorado Springs city, Colorado",425,±289,0.60%,±0.4
"('Less than $300',)","Columbus city, Ohio",112,±85,0.10%,±0.1
"('Less than $300',)","Corpus Christi city, Texas",36,±60,0.10%,±0.2
"('Less than $300',)","Dallas city, Texas",150,±175,0.10%,±0.1
"('Less than $300',)","Denver city, Colorado",600,±332,0.60%,±0.3
"('Less than $300',)","Detroit city, Michigan",42,±69,0.10%,±0.2
"('Less than $300',)","Durham city, North Carolina",110,±176,0.30%,±0.5
"('Less than $300',)","El Paso city, Texas",264,±198,0.30%,±0.3
"('Less than $300',)","Fort Worth city, Texas",309,±323,0.30%,±0.3
"('Less than $300',)","Fresno city, California",93,±111,0.20%,±0.2
"('Less than $300',)","Greensboro city, North Carolina",138,±122,0.30%,±0.3
"('Less than $300',)","Henderson city, Nevada",114,±136,0.30%,±0.3
"('Less than $300',)","Houston city, Texas",265,±222,0.10%,±0.1
"('Less than $300',)","Indianapolis city (balance), Indiana",596,±315,0.50%,±0.3
"('Less than $300',)","Irvine city, California",111,±138,0.40%,±0.4
"('Less than $300',)","Jacksonville city, Florida",196,±160,0.20%,±0.1
"('Less than $300',)","Jersey City city, New Jersey",0,±195,0.00%,±0.8
"('Less than $300',)","Kansas City city, Missouri",62,±73,0.10%,±0.1
"('Less than $300',)","Las Vegas city, Nevada",243,±154,0.30%,±0.2
"('Less than $300',)","Lincoln city, Nebraska",322,±339,0.80%,±0.8
"('Less than $300',)","Long Beach city, California",142,±167,0.30%,±0.3
"('Less than $300',)","Los Angeles city, California",734,±408,0.20%,±0.1
"('Less than $300',)","Memphis city, Tennessee",0,±198,0.00%,±0.2
"('Less than $300',)","Mesa city, Arizona",198,±167,0.30%,±0.3
"('Less than $300',)","Miami city, Florida",73,±119,0.30%,±0.5
"('Less than $300',)","Milwaukee city, Wisconsin",42,±70,0.10%,±0.1
"('Less than $300',)","Minneapolis city, Minnesota",360,±208,0.60%,±0.4
"('Less than $300',)","New Orleans city, Louisiana",0,±201,0.00%,±0.4
"('Less than $300',)","New York city, New York","1,830",±922,0.30%,±0.2
"('Less than $300',)","Newark city, New Jersey",0,±195,0.00%,±1.0
"('Less than $300',)","Oakland city, California",137,±111,0.30%,±0.2
"('Less than $300',)","Oklahoma City city, Oklahoma",237,±171,0.30%,±0.2
"('Less than $300',)","Omaha city, Nebraska",211,±154,0.30%,±0.2
"('Less than $300',)","Orlando city, Florida",0,±214,0.00%,±0.8
"('Less than $300',)","Philadelphia city, Pennsylvania",235,±230,0.10%,±0.1
"('Less than $300',)","Phoenix city, Arizona",495,±294,0.30%,±0.2
"('Less than $300',)","Pittsburgh city, Pennsylvania",97,±95,0.30%,±0.3
"('Less than $300',)","Plano city, Texas",54,±89,0.10%,±0.2
"('Less than $300',)","Portland city, Oregon",166,±136,0.20%,±0.1
"('Less than $300',)","Raleigh city, North Carolina",63,±75,0.10%,±0.1
"('Less than $300',)","Riverside city, California",36,±62,0.10%,±0.2
"('Less than $300',)","Sacramento city, California",407,±246,0.70%,±0.4
"('Less than $300',)","San Antonio city, Texas",257,±224,0.20%,±0.1
"('Less than $300',)","San Diego city, California",491,±239,0.30%,±0.1
"('Less than $300',)","San Francisco city, California",172,±155,0.20%,±0.2
"('Less than $300',)","San Jose city, California",201,±154,0.10%,±0.1
"('Less than $300',)","Santa Ana city, California",0,±200,0.00%,±0.7
"('Less than $300',)","Seattle city, Washington",357,±250,0.40%,±0.3
"('Less than $300',)","St. Louis city, Missouri",0,±181,0.00%,±0.4
"('Less than $300',)","St. Paul city, Minnesota",36,±59,0.10%,±0.2
"('Less than $300',)","Stockton city, California",185,±156,0.60%,±0.5
"('Less than $300',)","Tampa city, Florida",358,±315,0.80%,±0.7
"('Less than $300',)","Tucson city, Arizona",441,±271,0.70%,±0.4
"('Less than $300',)","Tulsa city, Oklahoma",0,±153,0.00%,±0.2
"('Less than $300',)","Virginia Beach city, Virginia",232,±193,0.30%,±0.2
"('Less than $300',)","Washington city, District of Columbia",137,±118,0.20%,±0.1
"('Less than $300',)","Wichita city, Kansas",148,±104,0.30%,±0.2
"('$300 to $499',)","Albuquerque city, New Mexico","1,385",±545,1.60%,±0.6
"('$300 to $499',)","Anaheim city, California",243,±174,0.70%,±0.5
"('$300 to $499',)","Anchorage municipality, Alaska",259,±203,0.60%,±0.4
"('$300 to $499',)","Arlington city, Texas",193,±171,0.40%,±0.3
"('$300 to $499',)","Atlanta city, Georgia",276,±191,0.50%,±0.3
"('$300 to $499',)","Aurora city, Colorado",646,±287,1.20%,±0.5
"('$300 to $499',)","Austin city, Texas",752,±316,0.70%,±0.3
"('$300 to $499',)","Bakersfield city, California",317,±222,0.60%,±0.4
"('$300 to $499',)","Baltimore city, Maryland","1,012",±417,1.40%,±0.6
"('$300 to $499',)","Boston city, Massachusetts",376,±223,0.60%,±0.3
"('$300 to $499',)","Charlotte city, North Carolina","1,634",±456,1.30%,±0.4
"('$300 to $499',)","Chicago city, Illinois","1,627",±487,0.50%,±0.2
"('$300 to $499',)","Cincinnati city, Ohio",648,±422,1.90%,±1.2
"('$300 to $499',)","Cleveland city, Ohio","1,494",±407,3.90%,±1.0
"('$300 to $499',)","Colorado Springs city, Colorado","1,128",±439,1.50%,±0.6
"('$300 to $499',)","Columbus city, Ohio","1,373",±424,1.20%,±0.4
"('$300 to $499',)","Corpus Christi city, Texas",312,±253,0.80%,±0.7
"('$300 to $499',)","Dallas city, Texas","1,364",±539,1.10%,±0.4
"('$300 to $499',)","Denver city, Colorado",994,±475,1.00%,±0.5
"('$300 to $499',)","Detroit city, Michigan","1,123",±397,2.50%,±0.8
"('$300 to $499',)","Durham city, North Carolina",344,±278,0.90%,±0.7
"('$300 to $499',)","El Paso city, Texas","1,664",±641,2.20%,±0.8
"('$300 to $499',)","Fort Worth city, Texas",652,±296,0.60%,±0.3
"('$300 to $499',)","Fresno city, California","1,027",±492,1.90%,±0.9
"('$300 to $499',)","Greensboro city, North Carolina",751,±331,1.90%,±0.8
"('$300 to $499',)","Henderson city, Nevada",205,±150,0.50%,±0.3
"('$300 to $499',)","Houston city, Texas","1,493",±554,0.80%,±0.3
"('$300 to $499',)","Indianapolis city (balance), Indiana","2,944",±688,2.40%,±0.6
"('$300 to $499',)","Irvine city, California",80,±97,0.30%,±0.3
"('$300 to $499',)","Jacksonville city, Florida","1,988",±632,1.70%,±0.5
"('$300 to $499',)","Jersey City city, New Jersey",38,±64,0.20%,±0.3
"('$300 to $499',)","Kansas City city, Missouri",695,±316,1.00%,±0.5
"('$300 to $499',)","Las Vegas city, Nevada","1,079",±500,1.40%,±0.7
"('$300 to $499',)","Lincoln city, Nebraska",699,±312,1.60%,±0.7
"('$300 to $499',)","Long Beach city, California",436,±192,0.90%,±0.4
"('$300 to $499',)","Los Angeles city, California","2,124",±521,0.60%,±0.1
"('$300 to $499',)","Memphis city, Tennessee","1,206",±437,1.60%,±0.6
"('$300 to $499',)","Mesa city, Arizona","1,387",±408,2.20%,±0.6
"('$300 to $499',)","Miami city, Florida",97,±117,0.40%,±0.5
"('$300 to $499',)","Milwaukee city, Wisconsin",825,±273,1.20%,±0.4
"('$300 to $499',)","Minneapolis city, Minnesota",590,±326,1.00%,±0.6
"('$300 to $499',)","New Orleans city, Louisiana",795,±267,2.10%,±0.7
"('$300 to $499',)","New York city, New York","5,963","±1,044",1.00%,±0.2
"('$300 to $499',)","Newark city, New Jersey",244,±213,1.50%,±1.3
"('$300 to $499',)","Oakland city, California",308,±191,0.70%,±0.4
"('$300 to $499',)","Oklahoma City city, Oklahoma",736,±296,0.90%,±0.4
"('$300 to $499',)","Omaha city, Nebraska",674,±291,1.00%,±0.4
"('$300 to $499',)","Orlando city, Florida",201,±136,0.80%,±0.6
"('$300 to $499',)","Philadelphia city, Pennsylvania","4,159",±963,2.30%,±0.5
"('$300 to $499',)","Phoenix city, Arizona","3,455",±763,1.80%,±0.4
"('$300 to $499',)","Pittsburgh city, Pennsylvania",782,±337,2.20%,±1.0
"('$300 to $499',)","Plano city, Texas",288,±196,0.70%,±0.4
"('$300 to $499',)","Portland city, Oregon",686,±356,0.70%,±0.4
"('$300 to $499',)","Raleigh city, North Carolina",840,±424,1.30%,±0.6
"('$300 to $499',)","Riverside city, California",377,±263,1.00%,±0.7
"('$300 to $499',)","Sacramento city, California",839,±438,1.50%,±0.8
"('$300 to $499',)","San Antonio city, Texas","1,675",±540,1.00%,±0.3
"('$300 to $499',)","San Diego city, California","1,616",±549,1.00%,±0.3
"('$300 to $499',)","San Francisco city, California","1,000",±390,1.10%,±0.4
"('$300 to $499',)","San Jose city, California",865,±321,0.60%,±0.2
"('$300 to $499',)","Santa Ana city, California",551,±376,2.20%,±1.5
"('$300 to $499',)","Seattle city, Washington",429,±286,0.40%,±0.3
"('$300 to $499',)","St. Louis city, Missouri","1,112",±435,2.90%,±1.1
"('$300 to $499',)","St. Paul city, Minnesota",250,±148,0.70%,±0.4
"('$300 to $499',)","Stockton city, California",158,±137,0.50%,±0.4
"('$300 to $499',)","Tampa city, Florida",754,±353,1.70%,±0.8
"('$300 to $499',)","Tucson city, Arizona","1,923",±614,3.20%,±1.0
"('$300 to $499',)","Tulsa city, Oklahoma","1,020",±313,1.90%,±0.6
"('$300 to $499',)","Virginia Beach city, Virginia",944,±416,1.10%,±0.5
"('$300 to $499',)","Washington city, District of Columbia",445,±243,0.50%,±0.3
"('$300 to $499',)","Wichita city, Kansas",941,±333,1.60%,±0.6
"('$500 to $699',)","Albuquerque city, New Mexico","3,333",±829,3.80%,±0.9
"('$500 to $699',)","Anaheim city, California",577,±319,1.60%,±0.9
"('$500 to $699',)","Anchorage municipality, Alaska",444,±262,1.00%,±0.6
"('$500 to $699',)","Arlington city, Texas","1,338",±483,2.70%,±1.0
"('$500 to $699',)","Atlanta city, Georgia","2,308",±652,3.90%,±1.1
"('$500 to $699',)","Aurora city, Colorado","2,348",±633,4.20%,±1.1
"('$500 to $699',)","Austin city, Texas","1,930",±625,1.70%,±0.6
"('$500 to $699',)","Bakersfield city, California","1,615",±554,3.30%,±1.1
"('$500 to $699',)","Baltimore city, Maryland","3,937",±924,5.30%,±1.2
