Metric,City,Estimate,Estimate Margin of Error,Percent,Percent Margin of Error
"('Bottled, tank, or LP gas',)","Newark city, New Jersey","1,167",±373,1.30%,±0.4
"('Bottled, tank, or LP gas',)","Oakland city, California",911,±353,0.60%,±0.2
"('Bottled, tank, or LP gas',)","Oklahoma City city, Oklahoma","5,591",±966,2.50%,±0.4
"('Bottled, tank, or LP gas',)","Omaha city, Nebraska","1,175",±495,0.70%,±0.3
"('Bottled, tank, or LP gas',)","Orlando city, Florida",297,±204,0.30%,±0.2
"('Bottled, tank, or LP gas',)","Philadelphia city, Pennsylvania","4,863","±1,020",0.80%,±0.2
"('Bottled, tank, or LP gas',)","Phoenix city, Arizona","1,982",±923,0.40%,±0.2
"('Bottled, tank, or LP gas',)","Pittsburgh city, Pennsylvania",819,±340,0.60%,±0.3
"('Bottled, tank, or LP gas',)","Plano city, Texas",N,N,N,N
"('Bottled, tank, or LP gas',)","Portland city, Oregon","1,840",±626,0.70%,±0.2
"('Bottled, tank, or LP gas',)","Raleigh city, North Carolina",N,N,N,N
"('Bottled, tank, or LP gas',)","Riverside city, California",617,±263,0.70%,±0.3
"('Bottled, tank, or LP gas',)","Sacramento city, California","1,763",±619,1.00%,±0.4
"('Bottled, tank, or LP gas',)","San Antonio city, Texas","1,834",±595,0.40%,±0.1
"('Bottled, tank, or LP gas',)","San Diego city, California","3,993",±898,0.90%,±0.2
"('Bottled, tank, or LP gas',)","San Francisco city, California","3,800",±811,1.10%,±0.2
"('Bottled, tank, or LP gas',)","San Jose city, California","3,049",±707,1.00%,±0.2
"('Bottled, tank, or LP gas',)","Santa Ana city, California",340,±210,0.50%,±0.3
"('Bottled, tank, or LP gas',)","Seattle city, Washington","1,810",±602,0.60%,±0.2
"('Bottled, tank, or LP gas',)","St. Louis city, Missouri",997,±414,0.70%,±0.3
"('Bottled, tank, or LP gas',)","St. Paul city, Minnesota","1,145",±453,1.00%,±0.4
"('Bottled, tank, or LP gas',)","Stockton city, California",383,±240,0.40%,±0.3
"('Bottled, tank, or LP gas',)","Tampa city, Florida",869,±389,0.60%,±0.3
"('Bottled, tank, or LP gas',)","Tucson city, Arizona","2,150",±711,1.10%,±0.4
"('Bottled, tank, or LP gas',)","Tulsa city, Oklahoma","1,222",±448,0.70%,±0.3
"('Bottled, tank, or LP gas',)","Virginia Beach city, Virginia","1,221",±483,0.80%,±0.3
"('Bottled, tank, or LP gas',)","Washington city, District of Columbia","2,126",±513,0.80%,±0.2
"('Bottled, tank, or LP gas',)","Wichita city, Kansas",N,N,N,N
"('Electricity',)","Albuquerque city, New Mexico","30,166","±2,553",13.40%,±1.1
"('Electricity',)","Anaheim city, California",N,N,N,N
"('Electricity',)","Anchorage municipality, Alaska","14,948","±2,174",14.00%,±2.0
"('Electricity',)","Arlington city, Texas",N,N,N,N
"('Electricity',)","Atlanta city, Georgia","83,154","±4,409",47.50%,±1.6
"('Electricity',)","Aurora city, Colorado",N,N,N,N
"('Electricity',)","Austin city, Texas","170,927","±6,098",51.50%,±1.4
"('Electricity',)","Bakersfield city, California","30,347","±2,760",28.10%,±2.4
"('Electricity',)","Baltimore city, Maryland","63,491","±3,955",26.50%,±1.5
"('Electricity',)","Boston city, Massachusetts","64,203","±3,340",25.50%,±1.3
"('Electricity',)","Charlotte city, North Carolina","138,864","±6,242",47.40%,±2.0
"('Electricity',)","Chicago city, Illinois","136,974","±6,205",13.50%,±0.6
"('Electricity',)","Cincinnati city, Ohio","39,315","±2,578",31.20%,±1.8
"('Electricity',)","Cleveland city, Ohio","22,515","±1,884",13.20%,±1.1
"('Electricity',)","Colorado Springs city, Colorado","30,134","±2,615",18.00%,±1.5
"('Electricity',)","Columbus city, Ohio","85,191","±4,611",26.40%,±1.4
"('Electricity',)","Corpus Christi city, Texas",N,N,N,N
"('Electricity',)","Dallas city, Texas","300,655","±6,247",66.00%,±0.9
"('Electricity',)","Denver city, Colorado","82,895","±4,724",31.10%,±1.7
"('Electricity',)","Detroit city, Michigan","22,978","±1,944",9.10%,±0.8
"('Electricity',)","Durham city, North Carolina",N,N,N,N
"('Electricity',)","El Paso city, Texas","32,604","±2,974",14.80%,±1.3
"('Electricity',)","Fort Worth city, Texas",N,N,N,N
"('Electricity',)","Fresno city, California","61,741","±3,107",39.90%,±1.9
"('Electricity',)","Greensboro city, North Carolina","57,529","±3,623",50.90%,±2.5
"('Electricity',)","Henderson city, Nevada",N,N,N,N
"('Electricity',)","Houston city, Texas","483,288","±8,089",62.40%,±0.9
"('Electricity',)","Indianapolis city (balance), Indiana","114,499","±4,865",35.30%,±1.4
"('Electricity',)","Irvine city, California",N,N,N,N
"('Electricity',)","Jacksonville city, Florida","295,794","±4,776",95.00%,±0.6
"('Electricity',)","Jersey City city, New Jersey","18,958","±2,285",19.60%,±2.3
"('Electricity',)","Kansas City city, Missouri","46,957","±2,991",24.50%,±1.4
"('Electricity',)","Las Vegas city, Nevada","77,097","±3,804",37.00%,±1.7
"('Electricity',)","Lincoln city, Nebraska","27,920","±2,204",26.70%,±2.0
"('Electricity',)","Long Beach city, California","47,986","±3,868",30.00%,±2.0
"('Electricity',)","Los Angeles city, California","371,366","±8,958",28.50%,±0.7
"('Electricity',)","Memphis city, Tennessee","105,491","±4,829",42.90%,±1.7
"('Electricity',)","Mesa city, Arizona",N,N,N,N
"('Electricity',)","Miami city, Florida",N,N,N,N
"('Electricity',)","Milwaukee city, Wisconsin","32,709","±2,634",14.20%,±1.1
"('Electricity',)","Minneapolis city, Minnesota","28,380","±2,333",17.10%,±1.4
"('Electricity',)","New Orleans city, Louisiana",N,N,N,N
"('Electricity',)","New York city, New York","276,562","±8,274",9.10%,±0.3
"('Electricity',)","Newark city, New Jersey","11,383","±1,408",12.90%,±1.5
"('Electricity',)","Oakland city, California","48,364","±3,584",30.70%,±2.0
"('Electricity',)","Oklahoma City city, Oklahoma","80,146","±3,742",35.60%,±1.5
"('Electricity',)","Omaha city, Nebraska","26,759","±2,301",16.40%,±1.3
"('Electricity',)","Orlando city, Florida","93,007","±3,282",95.00%,±0.9
"('Electricity',)","Philadelphia city, Pennsylvania","89,496","±4,359",15.50%,±0.7
"('Electricity',)","Phoenix city, Arizona","375,905","±7,857",72.40%,±1.1
"('Electricity',)","Pittsburgh city, Pennsylvania","19,889","±1,918",15.10%,±1.4
"('Electricity',)","Plano city, Texas",N,N,N,N
"('Electricity',)","Portland city, Oregon","100,322","±3,286",40.00%,±1.2
"('Electricity',)","Raleigh city, North Carolina",N,N,N,N
"('Electricity',)","Riverside city, California","15,321","±1,986",17.50%,±2.1
"('Electricity',)","Sacramento city, California","70,183","±3,924",41.00%,±2.2
"('Electricity',)","San Antonio city, Texas","295,748","±7,606",61.30%,±1.2
"('Electricity',)","San Diego city, California","148,064","±5,505",31.60%,±1.0
"('Electricity',)","San Francisco city, California","104,815","±4,606",30.60%,±1.4
"('Electricity',)","San Jose city, California","93,446","±4,654",30.60%,±1.4
"('Electricity',)","Santa Ana city, California","16,402","±2,090",22.50%,±2.5
"('Electricity',)","Seattle city, Washington","142,511","±4,553",50.40%,±1.4
"('Electricity',)","St. Louis city, Missouri","33,152","±2,945",24.70%,±2.0
"('Electricity',)","St. Paul city, Minnesota","21,912","±2,195",19.40%,±1.8
"('Electricity',)","Stockton city, California","32,881","±2,512",36.80%,±2.6
"('Electricity',)","Tampa city, Florida","127,047","±3,756",93.00%,±1.0
"('Electricity',)","Tucson city, Arizona","92,332","±4,261",45.70%,±1.8
"('Electricity',)","Tulsa city, Oklahoma","55,697","±2,353",34.10%,±1.3
"('Electricity',)","Virginia Beach city, Virginia","97,233","±4,097",59.80%,±2.1
"('Electricity',)","Washington city, District of Columbia","94,987","±3,713",35.40%,±1.3
"('Electricity',)","Wichita city, Kansas",N,N,N,N
"('Fuel oil, kerosene, etc.',)","Albuquerque city, New Mexico",0,±198,0.00%,±0.1
"('Fuel oil, kerosene, etc.',)","Anaheim city, California",N,N,N,N
"('Fuel oil, kerosene, etc.',)","Anchorage municipality, Alaska","2,239",±827,2.10%,±0.8
"('Fuel oil, kerosene, etc.',)","Arlington city, Texas",N,N,N,N
"('Fuel oil, kerosene, etc.',)","Atlanta city, Georgia",213,±139,0.10%,±0.1
"('Fuel oil, kerosene, etc.',)","Aurora city, Colorado",N,N,N,N
"('Fuel oil, kerosene, etc.',)","Austin city, Texas",126,±202,0.00%,±0.1
"('Fuel oil, kerosene, etc.',)","Bakersfield city, California",0,±208,0.00%,±0.2
"('Fuel oil, kerosene, etc.',)","Baltimore city, Maryland","16,726","±2,011",7.00%,±0.8
"('Fuel oil, kerosene, etc.',)","Boston city, Massachusetts","41,762","±3,180",16.60%,±1.2
"('Fuel oil, kerosene, etc.',)","Charlotte city, North Carolina","1,899",±646,0.60%,±0.2
"('Fuel oil, kerosene, etc.',)","Chicago city, Illinois","3,033","±1,605",0.30%,±0.2
"('Fuel oil, kerosene, etc.',)","Cincinnati city, Ohio",320,±214,0.30%,±0.2
"('Fuel oil, kerosene, etc.',)","Cleveland city, Ohio",341,±178,0.20%,±0.1
"('Fuel oil, kerosene, etc.',)","Colorado Springs city, Colorado",120,±107,0.10%,±0.1
"('Fuel oil, kerosene, etc.',)","Columbus city, Ohio",516,±295,0.20%,±0.1
"('Fuel oil, kerosene, etc.',)","Corpus Christi city, Texas",N,N,N,N
"('Fuel oil, kerosene, etc.',)","Dallas city, Texas",420,±344,0.10%,±0.1
"('Fuel oil, kerosene, etc.',)","Denver city, Colorado",144,±169,0.10%,±0.1
"('Fuel oil, kerosene, etc.',)","Detroit city, Michigan",656,±353,0.30%,±0.1
"('Fuel oil, kerosene, etc.',)","Durham city, North Carolina",N,N,N,N
"('Fuel oil, kerosene, etc.',)","El Paso city, Texas",0,±218,0.00%,±0.1
"('Fuel oil, kerosene, etc.',)","Fort Worth city, Texas",N,N,N,N
"('Fuel oil, kerosene, etc.',)","Fresno city, California",172,±215,0.10%,±0.1
"('Fuel oil, kerosene, etc.',)","Greensboro city, North Carolina","1,741",±595,1.50%,±0.5
"('Fuel oil, kerosene, etc.',)","Henderson city, Nevada",N,N,N,N
"('Fuel oil, kerosene, etc.',)","Houston city, Texas",505,±289,0.10%,±0.1
"('Fuel oil, kerosene, etc.',)","Indianapolis city (balance), Indiana",532,±259,0.20%,±0.1
"('Fuel oil, kerosene, etc.',)","Irvine city, California",N,N,N,N
"('Fuel oil, kerosene, etc.',)","Jacksonville city, Florida","2,193",±745,0.70%,±0.2
"('Fuel oil, kerosene, etc.',)","Jersey City city, New Jersey","7,779","±1,211",8.10%,±1.2
"('Fuel oil, kerosene, etc.',)","Kansas City city, Missouri",0,±184,0.00%,±0.1
"('Fuel oil, kerosene, etc.',)","Las Vegas city, Nevada",0,±234,0.00%,±0.1
"('Fuel oil, kerosene, etc.',)","Lincoln city, Nebraska",93,±118,0.10%,±0.1
"('Fuel oil, kerosene, etc.',)","Long Beach city, California",263,±382,0.20%,±0.2
"('Fuel oil, kerosene, etc.',)","Los Angeles city, California",706,±286,0.10%,±0.1
"('Fuel oil, kerosene, etc.',)","Memphis city, Tennessee",55,±90,0.00%,±0.1
"('Fuel oil, kerosene, etc.',)","Mesa city, Arizona",N,N,N,N
"('Fuel oil, kerosene, etc.',)","Miami city, Florida",N,N,N,N
"('Fuel oil, kerosene, etc.',)","Milwaukee city, Wisconsin","3,951",±950,1.70%,±0.4
"('Fuel oil, kerosene, etc.',)","Minneapolis city, Minnesota",585,±395,0.40%,±0.2
"('Fuel oil, kerosene, etc.',)","New Orleans city, Louisiana",N,N,N,N
"('Fuel oil, kerosene, etc.',)","New York city, New York","849,707","±13,763",28.10%,±0.4
"('Fuel oil, kerosene, etc.',)","Newark city, New Jersey","8,481","±1,244",9.60%,±1.4
"('Fuel oil, kerosene, etc.',)","Oakland city, California",163,±140,0.10%,±0.1
"('Fuel oil, kerosene, etc.',)","Oklahoma City city, Oklahoma",13,±22,0.00%,±0.1
"('Fuel oil, kerosene, etc.',)","Omaha city, Nebraska",79,±77,0.00%,±0.1
"('Fuel oil, kerosene, etc.',)","Orlando city, Florida",414,±232,0.40%,±0.2
"('Fuel oil, kerosene, etc.',)","Philadelphia city, Pennsylvania","32,701","±3,000",5.70%,±0.5
"('Fuel oil, kerosene, etc.',)","Phoenix city, Arizona",240,±234,0.00%,±0.1
"('Fuel oil, kerosene, etc.',)","Pittsburgh city, Pennsylvania",949,±428,0.70%,±0.3
"('Fuel oil, kerosene, etc.',)","Plano city, Texas",N,N,N,N
"('Fuel oil, kerosene, etc.',)","Portland city, Oregon","15,983","±1,746",6.40%,±0.7
"('Fuel oil, kerosene, etc.',)","Raleigh city, North Carolina",N,N,N,N
"('Fuel oil, kerosene, etc.',)","Riverside city, California",86,±86,0.10%,±0.1
"('Fuel oil, kerosene, etc.',)","Sacramento city, California",17,±28,0.00%,±0.1
"('Fuel oil, kerosene, etc.',)","San Antonio city, Texas",99,±134,0.00%,±0.1
"('Fuel oil, kerosene, etc.',)","San Diego city, California",171,±158,0.00%,±0.1
"('Fuel oil, kerosene, etc.',)","San Francisco city, California",757,±548,0.20%,±0.2
"('Fuel oil, kerosene, etc.',)","San Jose city, California",341,±238,0.10%,±0.1
"('Fuel oil, kerosene, etc.',)","Santa Ana city, California",0,±208,0.00%,±0.2
"('Fuel oil, kerosene, etc.',)","Seattle city, Washington","20,208","±1,839",7.20%,±0.6
"('Fuel oil, kerosene, etc.',)","St. Louis city, Missouri",196,±176,0.10%,±0.1
"('Fuel oil, kerosene, etc.',)","St. Paul city, Minnesota",586,±345,0.50%,±0.3
"('Fuel oil, kerosene, etc.',)","Stockton city, California",170,±210,0.20%,±0.2
"('Fuel oil, kerosene, etc.',)","Tampa city, Florida",229,±191,0.20%,±0.1
"('Fuel oil, kerosene, etc.',)","Tucson city, Arizona",65,±108,0.00%,±0.1
"('Fuel oil, kerosene, etc.',)","Tulsa city, Oklahoma",55,±91,0.00%,±0.1
"('Fuel oil, kerosene, etc.',)","Virginia Beach city, Virginia","5,281","±1,053",3.20%,±0.7
"('Fuel oil, kerosene, etc.',)","Washington city, District of Columbia","6,753","±1,237",2.50%,±0.5
"('Fuel oil, kerosene, etc.',)","Wichita city, Kansas",N,N,N,N
"('Coal or coke',)","Albuquerque city, New Mexico",0,±198,0.00%,±0.1
"('Coal or coke',)","Anaheim city, California",N,N,N,N
"('Coal or coke',)","Anchorage municipality, Alaska",0,±149,0.00%,±0.1
"('Coal or coke',)","Arlington city, Texas",N,N,N,N
"('Coal or coke',)","Atlanta city, Georgia",0,±225,0.00%,±0.1
"('Coal or coke',)","Aurora city, Colorado",N,N,N,N
"('Coal or coke',)","Austin city, Texas",0,±218,0.00%,±0.1
"('Coal or coke',)","Bakersfield city, California",0,±208,0.00%,±0.2
"('Coal or coke',)","Baltimore city, Maryland",0,±204,0.00%,±0.1
"('Coal or coke',)","Boston city, Massachusetts",0,±204,0.00%,±0.1
"('Coal or coke',)","Charlotte city, North Carolina",130,±165,0.00%,±0.1
"('Coal or coke',)","Chicago city, Illinois",446,±260,0.00%,±0.1
"('Coal or coke',)","Cincinnati city, Ohio",0,±187,0.00%,±0.1
"('Coal or coke',)","Cleveland city, Ohio",0,±187,0.00%,±0.1
"('Coal or coke',)","Colorado Springs city, Colorado",0,±201,0.00%,±0.1
"('Coal or coke',)","Columbus city, Ohio",93,±108,0.00%,±0.1
"('Coal or coke',)","Corpus Christi city, Texas",N,N,N,N
"('Coal or coke',)","Dallas city, Texas",46,±74,0.00%,±0.1
"('Coal or coke',)","Denver city, Colorado",0,±201,0.00%,±0.1
"('Coal or coke',)","Detroit city, Michigan",0,±167,0.00%,±0.1
"('Coal or coke',)","Durham city, North Carolina",N,N,N,N
"('Coal or coke',)","El Paso city, Texas",38,±62,0.00%,±0.1
"('Coal or coke',)","Fort Worth city, Texas",N,N,N,N
"('Coal or coke',)","Fresno city, California",0,±208,0.00%,±0.1
"('Coal or coke',)","Greensboro city, North Carolina",0,±220,0.00%,±0.2
"('Coal or coke',)","Henderson city, Nevada",N,N,N,N
"('Coal or coke',)","Houston city, Texas",169,±222,0.00%,±0.1
"('Coal or coke',)","Indianapolis city (balance), Indiana",0,±190,0.00%,±0.1
"('Coal or coke',)","Irvine city, California",N,N,N,N
"('Coal or coke',)","Jacksonville city, Florida",0,±238,0.00%,±0.1
"('Coal or coke',)","Jersey City city, New Jersey",0,±198,0.00%,±0.2
"('Coal or coke',)","Kansas City city, Missouri",191,±265,0.10%,±0.1
"('Coal or coke',)","Las Vegas city, Nevada",0,±234,0.00%,±0.1
"('Coal or coke',)","Lincoln city, Nebraska",0,±155,0.00%,±0.1
"('Coal or coke',)","Long Beach city, California",0,±208,0.00%,±0.1
"('Coal or coke',)","Los Angeles city, California",71,±116,0.00%,±0.1
"('Coal or coke',)","Memphis city, Tennessee",0,±208,0.00%,±0.1
"('Coal or coke',)","Mesa city, Arizona",N,N,N,N
"('Coal or coke',)","Miami city, Florida",N,N,N,N
"('Coal or coke',)","Milwaukee city, Wisconsin",0,±151,0.00%,±0.1
"('Coal or coke',)","Minneapolis city, Minnesota",63,±114,0.00%,±0.1
"('Coal or coke',)","New Orleans city, Louisiana",N,N,N,N
"('Coal or coke',)","New York city, New York","1,858",±753,0.10%,±0.1
"('Coal or coke',)","Newark city, New Jersey",0,±198,0.00%,±0.2
"('Coal or coke',)","Oakland city, California",0,±208,0.00%,±0.1
"('Coal or coke',)","Oklahoma City city, Oklahoma",0,±163,0.00%,±0.1
"('Coal or coke',)","Omaha city, Nebraska",0,±155,0.00%,±0.1
"('Coal or coke',)","Orlando city, Florida",0,±238,0.00%,±0.2
"('Coal or coke',)","Philadelphia city, Pennsylvania",78,±74,0.00%,±0.1
