Metric,City,Estimate,Estimate Margin of Error,Percent,Percent Margin of Error
"('$1,000 to $1,499',)","Charlotte city, North Carolina","47,950","±3,150",34.60%,±2.2
"('$1,000 to $1,499',)","Chicago city, Illinois","71,521","±3,698",23.20%,±1.1
"('$1,000 to $1,499',)","Cincinnati city, Ohio","13,646","±1,744",35.80%,±4.1
"('$1,000 to $1,499',)","Cleveland city, Ohio","10,522","±1,466",27.10%,±3.5
"('$1,000 to $1,499',)","Colorado Springs city, Colorado","27,206","±2,292",35.60%,±2.5
"('$1,000 to $1,499',)","Columbus city, Ohio","51,857","±3,972",44.10%,±2.6
"('$1,000 to $1,499',)","Corpus Christi city, Texas","11,413","±1,766",32.80%,±4.1
"('$1,000 to $1,499',)","Dallas city, Texas","33,371","±3,114",28.10%,±2.2
"('$1,000 to $1,499',)","Denver city, Colorado","28,656","±2,432",25.40%,±2.1
"('$1,000 to $1,499',)","Detroit city, Michigan","14,053","±1,794",37.00%,±4.2
"('$1,000 to $1,499',)","Durham city, North Carolina","15,394","±1,846",38.70%,±3.8
"('$1,000 to $1,499',)","El Paso city, Texas","28,981","±2,688",35.80%,±3.1
"('$1,000 to $1,499',)","Fort Worth city, Texas","36,714","±3,013",32.80%,±2.2
"('$1,000 to $1,499',)","Fresno city, California","20,288","±2,239",36.00%,±3.4
"('$1,000 to $1,499',)","Greensboro city, North Carolina","16,394","±2,127",39.70%,±4.1
"('$1,000 to $1,499',)","Henderson city, Nevada","14,862","±1,783",27.90%,±3.0
"('$1,000 to $1,499',)","Houston city, Texas","55,359","±3,637",28.80%,±1.6
"('$1,000 to $1,499',)","Indianapolis city (balance), Indiana","50,169","±3,507",41.20%,±2.2
"('$1,000 to $1,499',)","Irvine city, California","1,693",±625,4.90%,±1.8
"('$1,000 to $1,499',)","Jacksonville city, Florida","44,599","±3,338",35.50%,±2.4
"('$1,000 to $1,499',)","Jersey City city, New Jersey","1,689",±610,7.70%,±2.7
"('$1,000 to $1,499',)","Kansas City city, Missouri","28,152","±2,222",38.80%,±2.6
"('$1,000 to $1,499',)","Las Vegas city, Nevada","31,139","±2,729",36.70%,±2.5
"('$1,000 to $1,499',)","Lincoln city, Nebraska","18,580","±1,917",41.00%,±3.7
"('$1,000 to $1,499',)","Long Beach city, California","5,831","±1,075",11.20%,±1.9
"('$1,000 to $1,499',)","Los Angeles city, California","34,773","±2,513",9.50%,±0.7
"('$1,000 to $1,499',)","Memphis city, Tennessee","25,031","±2,310",37.40%,±3.1
"('$1,000 to $1,499',)","Mesa city, Arizona","25,692","±2,432",35.80%,±2.7
"('$1,000 to $1,499',)","Miami city, Florida","5,928","±1,319",21.30%,±4.2
"('$1,000 to $1,499',)","Milwaukee city, Wisconsin","27,210","±2,182",44.90%,±2.8
"('$1,000 to $1,499',)","Minneapolis city, Minnesota","18,906","±1,747",30.90%,±2.4
"('$1,000 to $1,499',)","New Orleans city, Louisiana","9,492","±1,206",23.60%,±2.8
"('$1,000 to $1,499',)","New York city, New York","55,771","±4,211",9.20%,±0.7
"('$1,000 to $1,499',)","Newark city, New Jersey","2,840",±768,16.60%,±4.1
"('$1,000 to $1,499',)","Oakland city, California","4,454",±838,9.80%,±1.8
"('$1,000 to $1,499',)","Oklahoma City city, Oklahoma","33,238","±2,231",37.10%,±2.1
"('$1,000 to $1,499',)","Omaha city, Nebraska","29,718","±2,119",41.40%,±2.4
"('$1,000 to $1,499',)","Orlando city, Florida","8,538","±1,462",34.40%,±4.8
"('$1,000 to $1,499',)","Philadelphia city, Pennsylvania","60,723","±3,527",34.00%,±1.8
"('$1,000 to $1,499',)","Phoenix city, Arizona","81,898","±4,141",36.50%,±1.6
"('$1,000 to $1,499',)","Pittsburgh city, Pennsylvania","10,484","±1,518",27.50%,±3.6
"('$1,000 to $1,499',)","Plano city, Texas","6,827","±1,074",17.70%,±2.6
"('$1,000 to $1,499',)","Portland city, Oregon","22,413","±2,059",21.60%,±1.7
"('$1,000 to $1,499',)","Raleigh city, North Carolina","30,240","±3,134",38.80%,±3.4
"('$1,000 to $1,499',)","Riverside city, California","7,273","±1,344",21.10%,±3.4
"('$1,000 to $1,499',)","Sacramento city, California","16,868","±1,991",26.00%,±2.6
"('$1,000 to $1,499',)","San Antonio city, Texas","59,416","±3,430",36.20%,±1.9
"('$1,000 to $1,499',)","San Diego city, California","17,703","±2,172",10.10%,±1.2
"('$1,000 to $1,499',)","San Francisco city, California","4,617","±1,326",5.30%,±1.5
"('$1,000 to $1,499',)","San Jose city, California","6,788",±894,5.10%,±0.7
"('$1,000 to $1,499',)","Santa Ana city, California","4,327",±952,18.30%,±3.4
"('$1,000 to $1,499',)","Seattle city, Washington","11,090","±1,782",9.80%,±1.5
"('$1,000 to $1,499',)","St. Louis city, Missouri","14,811","±1,628",38.20%,±3.4
"('$1,000 to $1,499',)","St. Paul city, Minnesota","15,294","±1,387",38.60%,±3.1
"('$1,000 to $1,499',)","Stockton city, California","8,377","±1,414",24.70%,±3.9
"('$1,000 to $1,499',)","Tampa city, Florida","13,554","±1,323",29.40%,±2.9
"('$1,000 to $1,499',)","Tucson city, Arizona","30,485","±2,627",43.00%,±3.0
"('$1,000 to $1,499',)","Tulsa city, Oklahoma","17,297","±1,424",35.80%,±2.6
"('$1,000 to $1,499',)","Virginia Beach city, Virginia","21,445","±2,509",26.10%,±2.6
"('$1,000 to $1,499',)","Washington city, District of Columbia","11,659","±1,447",12.90%,±1.5
"('$1,000 to $1,499',)","Wichita city, Kansas","22,285","±2,044",39.00%,±3.3
"('$1,500 to $1,999',)","Albuquerque city, New Mexico","19,465","±2,113",21.50%,±2.1
"('$1,500 to $1,999',)","Anaheim city, California","7,022","±1,290",22.30%,±3.6
"('$1,500 to $1,999',)","Anchorage municipality, Alaska","12,229","±1,649",27.00%,±3.5
"('$1,500 to $1,999',)","Arlington city, Texas","13,416","±1,995",28.90%,±3.9
"('$1,500 to $1,999',)","Atlanta city, Georgia","10,350","±1,647",17.40%,±2.6
"('$1,500 to $1,999',)","Aurora city, Colorado","17,833","±1,740",29.60%,±2.7
"('$1,500 to $1,999',)","Austin city, Texas","27,954","±2,247",23.80%,±1.6
"('$1,500 to $1,999',)","Bakersfield city, California","14,557","±2,088",28.90%,±3.8
"('$1,500 to $1,999',)","Baltimore city, Maryland","16,425","±1,900",21.60%,±2.3
"('$1,500 to $1,999',)","Boston city, Massachusetts","14,965","±1,749",21.60%,±2.4
"('$1,500 to $1,999',)","Charlotte city, North Carolina","25,326","±2,238",18.30%,±1.5
"('$1,500 to $1,999',)","Chicago city, Illinois","81,373","±4,523",26.40%,±1.3
"('$1,500 to $1,999',)","Cincinnati city, Ohio","6,443","±1,183",16.90%,±3.1
"('$1,500 to $1,999',)","Cleveland city, Ohio","4,322","±1,108",11.10%,±2.7
"('$1,500 to $1,999',)","Colorado Springs city, Colorado","20,939","±2,104",27.40%,±2.6
"('$1,500 to $1,999',)","Columbus city, Ohio","23,636","±2,529",20.10%,±2.0
"('$1,500 to $1,999',)","Corpus Christi city, Texas","8,580","±1,436",24.60%,±4.0
"('$1,500 to $1,999',)","Dallas city, Texas","19,573","±1,783",16.50%,±1.5
"('$1,500 to $1,999',)","Denver city, Colorado","28,114","±2,384",24.90%,±2.0
"('$1,500 to $1,999',)","Detroit city, Michigan","4,542",±894,12.00%,±2.3
"('$1,500 to $1,999',)","Durham city, North Carolina","10,034","±1,353",25.20%,±3.1
"('$1,500 to $1,999',)","El Paso city, Texas","16,428","±2,662",20.30%,±2.9
"('$1,500 to $1,999',)","Fort Worth city, Texas","33,199","±3,696",29.70%,±3.0
"('$1,500 to $1,999',)","Fresno city, California","13,016","±1,856",23.10%,±3.0
"('$1,500 to $1,999',)","Greensboro city, North Carolina","5,549","±1,062",13.40%,±2.5
"('$1,500 to $1,999',)","Henderson city, Nevada","12,752","±1,670",23.90%,±3.0
"('$1,500 to $1,999',)","Houston city, Texas","32,906","±3,125",17.10%,±1.4
"('$1,500 to $1,999',)","Indianapolis city (balance), Indiana","15,473","±2,066",12.70%,±1.6
"('$1,500 to $1,999',)","Irvine city, California","4,829","±1,442",14.00%,±4.0
"('$1,500 to $1,999',)","Jacksonville city, Florida","27,315","±2,931",21.70%,±2.1
"('$1,500 to $1,999',)","Jersey City city, New Jersey","4,048","±1,021",18.40%,±4.4
"('$1,500 to $1,999',)","Kansas City city, Missouri","12,794","±1,344",17.60%,±1.9
"('$1,500 to $1,999',)","Las Vegas city, Nevada","17,923","±1,960",21.10%,±2.2
"('$1,500 to $1,999',)","Lincoln city, Nebraska","9,732","±1,357",21.50%,±2.8
"('$1,500 to $1,999',)","Long Beach city, California","9,679","±1,630",18.50%,±3.0
"('$1,500 to $1,999',)","Los Angeles city, California","60,422","±3,112",16.50%,±0.8
"('$1,500 to $1,999',)","Memphis city, Tennessee","10,445","±1,736",15.60%,±2.5
"('$1,500 to $1,999',)","Mesa city, Arizona","18,196","±1,891",25.40%,±2.4
"('$1,500 to $1,999',)","Miami city, Florida","6,454","±1,249",23.20%,±4.3
"('$1,500 to $1,999',)","Milwaukee city, Wisconsin","10,534","±1,654",17.40%,±2.5
"('$1,500 to $1,999',)","Minneapolis city, Minnesota","16,685","±1,562",27.30%,±2.2
"('$1,500 to $1,999',)","New Orleans city, Louisiana","9,137","±1,301",22.80%,±3.0
"('$1,500 to $1,999',)","New York city, New York","89,940","±4,873",14.80%,±0.8
"('$1,500 to $1,999',)","Newark city, New Jersey","4,094","±1,081",23.90%,±6.0
"('$1,500 to $1,999',)","Oakland city, California","6,328","±1,119",14.00%,±2.4
"('$1,500 to $1,999',)","Oklahoma City city, Oklahoma","18,384","±1,801",20.50%,±1.9
"('$1,500 to $1,999',)","Omaha city, Nebraska","16,690","±1,421",23.20%,±1.8
"('$1,500 to $1,999',)","Orlando city, Florida","5,037","±1,005",20.30%,±3.6
"('$1,500 to $1,999',)","Philadelphia city, Pennsylvania","33,691","±2,911",18.80%,±1.5
"('$1,500 to $1,999',)","Phoenix city, Arizona","46,051","±3,341",20.50%,±1.4
"('$1,500 to $1,999',)","Pittsburgh city, Pennsylvania","5,724","±1,199",15.00%,±2.8
"('$1,500 to $1,999',)","Plano city, Texas","11,299","±1,588",29.20%,±3.8
"('$1,500 to $1,999',)","Portland city, Oregon","31,070","±2,402",30.00%,±2.1
"('$1,500 to $1,999',)","Raleigh city, North Carolina","16,148","±2,087",20.70%,±2.6
"('$1,500 to $1,999',)","Riverside city, California","9,944","±1,573",28.80%,±4.0
"('$1,500 to $1,999',)","Sacramento city, California","17,552","±1,677",27.00%,±2.4
"('$1,500 to $1,999',)","San Antonio city, Texas","36,723","±3,106",22.40%,±1.8
"('$1,500 to $1,999',)","San Diego city, California","31,103","±2,720",17.80%,±1.4
"('$1,500 to $1,999',)","San Francisco city, California","6,810","±1,181",7.80%,±1.3
"('$1,500 to $1,999',)","San Jose city, California","12,913","±1,451",9.70%,±1.1
"('$1,500 to $1,999',)","Santa Ana city, California","5,212","±1,003",22.00%,±3.8
"('$1,500 to $1,999',)","Seattle city, Washington","19,096","±2,334",16.90%,±1.9
"('$1,500 to $1,999',)","St. Louis city, Missouri","7,028","±1,284",18.10%,±2.9
"('$1,500 to $1,999',)","St. Paul city, Minnesota","9,397","±1,145",23.70%,±2.7
"('$1,500 to $1,999',)","Stockton city, California","10,557","±1,604",31.10%,±4.5
"('$1,500 to $1,999',)","Tampa city, Florida","8,929","±1,351",19.40%,±2.4
"('$1,500 to $1,999',)","Tucson city, Arizona","9,588","±1,404",13.50%,±1.8
"('$1,500 to $1,999',)","Tulsa city, Oklahoma","7,014",±891,14.50%,±1.8
"('$1,500 to $1,999',)","Virginia Beach city, Virginia","24,481","±2,082",29.80%,±2.4
"('$1,500 to $1,999',)","Washington city, District of Columbia","15,515","±1,882",17.20%,±2.0
"('$1,500 to $1,999',)","Wichita city, Kansas","8,868","±1,472",15.50%,±2.4
"('$2,000 to $2,499',)","Albuquerque city, New Mexico","6,669","±1,224",7.40%,±1.4
"('$2,000 to $2,499',)","Anaheim city, California","6,892","±1,208",21.80%,±3.5
"('$2,000 to $2,499',)","Anchorage municipality, Alaska","10,649","±1,538",23.50%,±2.9
"('$2,000 to $2,499',)","Arlington city, Texas","4,229","±1,076",9.10%,±2.3
"('$2,000 to $2,499',)","Atlanta city, Georgia","8,587","±1,652",14.40%,±2.5
"('$2,000 to $2,499',)","Aurora city, Colorado","8,657","±1,300",14.40%,±2.0
"('$2,000 to $2,499',)","Austin city, Texas","19,781","±2,136",16.90%,±1.7
"('$2,000 to $2,499',)","Bakersfield city, California","8,895","±1,751",17.70%,±3.4
"('$2,000 to $2,499',)","Baltimore city, Maryland","8,544","±1,390",11.20%,±1.6
"('$2,000 to $2,499',)","Boston city, Massachusetts","14,707","±1,966",21.20%,±2.5
"('$2,000 to $2,499',)","Charlotte city, North Carolina","11,952","±1,684",8.60%,±1.2
"('$2,000 to $2,499',)","Chicago city, Illinois","52,832","±3,495",17.20%,±1.0
"('$2,000 to $2,499',)","Cincinnati city, Ohio","3,035",±709,8.00%,±1.8
"('$2,000 to $2,499',)","Cleveland city, Ohio",550,±335,1.40%,±0.9
"('$2,000 to $2,499',)","Colorado Springs city, Colorado","9,389","±1,431",12.30%,±1.8
"('$2,000 to $2,499',)","Columbus city, Ohio","6,944","±1,323",5.90%,±1.1
"('$2,000 to $2,499',)","Corpus Christi city, Texas","4,691","±1,027",13.50%,±2.8
"('$2,000 to $2,499',)","Dallas city, Texas","12,175","±1,500",10.20%,±1.2
"('$2,000 to $2,499',)","Denver city, Colorado","17,254","±1,699",15.30%,±1.3
"('$2,000 to $2,499',)","Detroit city, Michigan","1,342",±443,3.50%,±1.2
"('$2,000 to $2,499',)","Durham city, North Carolina","3,063",±886,7.70%,±2.2
"('$2,000 to $2,499',)","El Paso city, Texas","5,762","±1,564",7.10%,±1.9
"('$2,000 to $2,499',)","Fort Worth city, Texas","11,157","±1,935",10.00%,±1.7
"('$2,000 to $2,499',)","Fresno city, California","7,756","±1,500",13.80%,±2.5
"('$2,000 to $2,499',)","Greensboro city, North Carolina","2,628",±710,6.40%,±1.7
"('$2,000 to $2,499',)","Henderson city, Nevada","10,308","±1,577",19.40%,±2.9
"('$2,000 to $2,499',)","Houston city, Texas","20,148","±2,109",10.50%,±1.0
"('$2,000 to $2,499',)","Indianapolis city (balance), Indiana","5,653","±1,084",4.60%,±0.9
"('$2,000 to $2,499',)","Irvine city, California","4,491","±1,072",13.00%,±3.1
"('$2,000 to $2,499',)","Jacksonville city, Florida","9,632","±1,654",7.70%,±1.3
"('$2,000 to $2,499',)","Jersey City city, New Jersey","4,416","±1,010",20.10%,±4.1
"('$2,000 to $2,499',)","Kansas City city, Missouri","7,165","±1,213",9.90%,±1.7
"('$2,000 to $2,499',)","Las Vegas city, Nevada","10,397","±1,451",12.30%,±1.6
"('$2,000 to $2,499',)","Lincoln city, Nebraska","4,716",±921,10.40%,±2.1
"('$2,000 to $2,499',)","Long Beach city, California","11,330","±1,582",21.70%,±3.0
"('$2,000 to $2,499',)","Los Angeles city, California","62,782","±3,253",17.20%,±0.8
"('$2,000 to $2,499',)","Memphis city, Tennessee","2,519",±661,3.80%,±0.9
"('$2,000 to $2,499',)","Mesa city, Arizona","7,050","±1,049",9.80%,±1.5
"('$2,000 to $2,499',)","Miami city, Florida","4,483","±1,060",16.10%,±3.2
"('$2,000 to $2,499',)","Milwaukee city, Wisconsin","3,509",±735,5.80%,±1.1
"('$2,000 to $2,499',)","Minneapolis city, Minnesota","8,114","±1,072",13.30%,±1.6
"('$2,000 to $2,499',)","New Orleans city, Louisiana","4,669",±732,11.60%,±1.9
"('$2,000 to $2,499',)","New York city, New York","102,156","±4,531",16.80%,±0.7
"('$2,000 to $2,499',)","Newark city, New Jersey","3,087",±886,18.00%,±5.4
"('$2,000 to $2,499',)","Oakland city, California","7,579","±1,208",16.70%,±2.5
"('$2,000 to $2,499',)","Oklahoma City city, Oklahoma","9,265","±1,448",10.30%,±1.5
"('$2,000 to $2,499',)","Omaha city, Nebraska","6,879","±1,057",9.60%,±1.5
"('$2,000 to $2,499',)","Orlando city, Florida","3,270","±1,014",13.20%,±3.7
"('$2,000 to $2,499',)","Philadelphia city, Pennsylvania","10,940","±1,220",6.10%,±0.7
"('$2,000 to $2,499',)","Phoenix city, Arizona","23,895","±2,052",10.70%,±0.9
"('$2,000 to $2,499',)","Pittsburgh city, Pennsylvania","2,824",±728,7.40%,±1.9
"('$2,000 to $2,499',)","Plano city, Texas","6,850","±1,261",17.70%,±3.2
"('$2,000 to $2,499',)","Portland city, Oregon","19,357","±2,082",18.70%,±1.9
"('$2,000 to $2,499',)","Raleigh city, North Carolina","7,824","±1,287",10.00%,±1.7
"('$2,000 to $2,499',)","Riverside city, California","6,714","±1,205",19.50%,±3.2
"('$2,000 to $2,499',)","Sacramento city, California","12,896","±1,596",19.80%,±2.2
"('$2,000 to $2,499',)","San Antonio city, Texas","12,458","±1,675",7.60%,±1.0
"('$2,000 to $2,499',)","San Diego city, California","32,156","±2,338",18.40%,±1.4
"('$2,000 to $2,499',)","San Francisco city, California","9,253","±1,263",10.50%,±1.4
"('$2,000 to $2,499',)","San Jose city, California","19,459","±2,297",14.60%,±1.6
"('$2,000 to $2,499',)","Santa Ana city, California","5,894","±1,088",24.90%,±4.1
"('$2,000 to $2,499',)","Seattle city, Washington","23,019","±2,459",20.30%,±2.1
"('$2,000 to $2,499',)","St. Louis city, Missouri","2,425",±672,6.30%,±1.7
"('$2,000 to $2,499',)","St. Paul city, Minnesota","4,628",±834,11.70%,±2.0
