Metric,City,Estimate,Estimate Margin of Error,Percent,Percent Margin of Error
"('Other fuel',)","Tampa city, Florida",102,±58,0.10%,±0.1
"('Other fuel',)","Tucson city, Arizona",166,±102,0.10%,±0.1
"('Other fuel',)","Tulsa city, Oklahoma",488,±378,0.30%,±0.2
"('Other fuel',)","Virginia Beach city, Virginia",341,±126,0.20%,±0.1
"('Other fuel',)","Washington city, District of Columbia","2,228",±389,0.80%,±0.1
"('Other fuel',)","Wichita city, Kansas",416,±193,0.30%,±0.1
"('No fuel used',)","Albuquerque city, New Mexico","1,003",±387,0.40%,±0.2
"('No fuel used',)","Anaheim city, California","4,587",±538,4.40%,±0.5
"('No fuel used',)","Anchorage municipality, Alaska",568,±134,0.50%,±0.1
"('No fuel used',)","Arlington city, Texas",900,±252,0.70%,±0.2
"('No fuel used',)","Atlanta city, Georgia","1,330",±298,0.60%,±0.1
"('No fuel used',)","Aurora city, Colorado",698,±176,0.50%,±0.1
"('No fuel used',)","Austin city, Texas","1,811",±347,0.50%,±0.1
"('No fuel used',)","Bakersfield city, California","1,430",±355,1.20%,±0.3
"('No fuel used',)","Baltimore city, Maryland","2,244",±344,0.90%,±0.1
"('No fuel used',)","Boston city, Massachusetts","3,573",±456,1.30%,±0.2
"('No fuel used',)","Charlotte city, North Carolina",999,±285,0.30%,±0.1
"('No fuel used',)","Chicago city, Illinois","16,376","±1,138",1.50%,±0.1
"('No fuel used',)","Cincinnati city, Ohio","1,447",±267,1.00%,±0.2
"('No fuel used',)","Cleveland city, Ohio","1,584",±377,0.90%,±0.2
"('No fuel used',)","Colorado Springs city, Colorado",975,±217,0.50%,±0.1
"('No fuel used',)","Columbus city, Ohio","1,299",±283,0.40%,±0.1
"('No fuel used',)","Corpus Christi city, Texas",732,±199,0.60%,±0.2
"('No fuel used',)","Dallas city, Texas","2,557",±349,0.50%,±0.1
"('No fuel used',)","Denver city, Colorado","2,563",±363,0.90%,±0.1
"('No fuel used',)","Detroit city, Michigan","2,785",±466,1.00%,±0.2
"('No fuel used',)","Durham city, North Carolina",690,±402,0.60%,±0.4
"('No fuel used',)","El Paso city, Texas",808,±220,0.30%,±0.1
"('No fuel used',)","Fort Worth city, Texas","1,232",±224,0.40%,±0.1
"('No fuel used',)","Fresno city, California","1,836",±448,1.10%,±0.3
"('No fuel used',)","Greensboro city, North Carolina",408,±168,0.30%,±0.1
"('No fuel used',)","Henderson city, Nevada",469,±168,0.40%,±0.1
"('No fuel used',)","Houston city, Texas","6,902",±989,0.80%,±0.1
"('No fuel used',)","Indianapolis city (balance), Indiana","1,546",±470,0.50%,±0.1
"('No fuel used',)","Irvine city, California","1,064",±250,1.10%,±0.3
"('No fuel used',)","Jacksonville city, Florida","3,273",±591,0.90%,±0.2
"('No fuel used',)","Jersey City city, New Jersey","1,361",±274,1.30%,±0.3
"('No fuel used',)","Kansas City city, Missouri",703,±213,0.30%,±0.1
"('No fuel used',)","Las Vegas city, Nevada","1,439",±320,0.60%,±0.1
"('No fuel used',)","Lexington-Fayette urban county, Kentucky",292,±154,0.20%,±0.1
"('No fuel used',)","Lincoln city, Nebraska",329,±110,0.30%,±0.1
"('No fuel used',)","Long Beach city, California","13,036",±998,7.80%,±0.6
"('No fuel used',)","Los Angeles city, California","98,432","±2,015",7.00%,±0.1
"('No fuel used',)","Memphis city, Tennessee","1,247",±254,0.50%,±0.1
"('No fuel used',)","Mesa city, Arizona","1,311",±201,0.70%,±0.1
"('No fuel used',)","Miami city, Florida","7,813",±850,4.30%,±0.5
"('No fuel used',)","Milwaukee city, Wisconsin","1,846",±599,0.80%,±0.3
"('No fuel used',)","Minneapolis city, Minnesota","1,998",±281,1.10%,±0.2
"('No fuel used',)","Nashville-Davidson metropolitan government (balance), Tennessee","1,014",±266,0.40%,±0.1
"('No fuel used',)","New Orleans city, Louisiana",821,±247,0.50%,±0.2
"('No fuel used',)","New York city, New York","73,041","±2,793",2.30%,±0.1
"('No fuel used',)","Newark city, New Jersey","1,946",±380,1.90%,±0.4
"('No fuel used',)","Oakland city, California","6,111",±707,3.80%,±0.4
"('No fuel used',)","Oklahoma City city, Oklahoma",823,±200,0.30%,±0.1
"('No fuel used',)","Omaha city, Nebraska",979,±202,0.50%,±0.1
"('No fuel used',)","Orlando city, Florida","1,741",±424,1.50%,±0.4
"('No fuel used',)","Philadelphia city, Pennsylvania","4,152",±539,0.70%,±0.1
"('No fuel used',)","Phoenix city, Arizona","6,658",±683,1.10%,±0.1
"('No fuel used',)","Pittsburgh city, Pennsylvania",991,±159,0.70%,±0.1
"('No fuel used',)","Plano city, Texas",172,±77,0.20%,±0.1
"('No fuel used',)","Portland city, Oregon","1,899",±352,0.70%,±0.1
"('No fuel used',)","Raleigh city, North Carolina",598,±162,0.30%,±0.1
"('No fuel used',)","Riverside city, California","2,374",±366,2.60%,±0.4
"('No fuel used',)","Sacramento city, California","1,724",±338,0.90%,±0.2
"('No fuel used',)","San Antonio city, Texas","3,700",±490,0.70%,±0.1
"('No fuel used',)","San Diego city, California","33,300","±1,629",6.50%,±0.3
"('No fuel used',)","San Francisco city, California","20,814","±1,400",5.70%,±0.4
"('No fuel used',)","San Jose city, California","4,039",±533,1.20%,±0.2
"('No fuel used',)","Santa Ana city, California","11,263",±750,14.20%,±1.0
"('No fuel used',)","Seattle city, Washington","3,238",±487,0.90%,±0.1
"('No fuel used',)","St. Louis city, Missouri",819,±190,0.60%,±0.1
"('No fuel used',)","St. Paul city, Minnesota","1,881",±296,1.60%,±0.3
"('No fuel used',)","Stockton city, California",898,±204,0.90%,±0.2
"('No fuel used',)","Tampa city, Florida","1,495",±229,1.00%,±0.1
"('No fuel used',)","Tucson city, Arizona","2,282",±313,1.10%,±0.1
"('No fuel used',)","Tulsa city, Oklahoma",410,±101,0.30%,±0.1
"('No fuel used',)","Virginia Beach city, Virginia",654,±173,0.40%,±0.1
"('No fuel used',)","Washington city, District of Columbia","5,251",±782,1.80%,±0.3
"('No fuel used',)","Wichita city, Kansas",604,±188,0.40%,±0.1
"('Occupied housing units',)","Albuquerque city, New Mexico","229,701","±1,266","229,701",(X)
"('Occupied housing units',)","Anaheim city, California","103,704","±1,461","103,704",(X)
"('Occupied housing units',)","Anchorage municipality, Alaska","106,970",±777,"106,970",(X)
"('Occupied housing units',)","Arlington city, Texas","135,240","±1,855","135,240",(X)
"('Occupied housing units',)","Atlanta city, Georgia","215,179","±2,365","215,179",(X)
"('Occupied housing units',)","Aurora city, Colorado","133,062","±1,306","133,062",(X)
"('Occupied housing units',)","Austin city, Texas","395,280","±2,701","395,280",(X)
"('Occupied housing units',)","Bakersfield city, California","118,568","±1,478","118,568",(X)
"('Occupied housing units',)","Baltimore city, Maryland","242,499","±1,423","242,499",(X)
"('Occupied housing units',)","Boston city, Massachusetts","273,188","±1,686","273,188",(X)
"('Occupied housing units',)","Charlotte city, North Carolina","338,985","±1,809","338,985",(X)
"('Occupied housing units',)","Chicago city, Illinois","1,081,143","±3,662","1,081,143",(X)
"('Occupied housing units',)","Cincinnati city, Ohio","138,696","±1,535","138,696",(X)
"('Occupied housing units',)","Cleveland city, Ohio","174,920","±1,865","174,920",(X)
"('Occupied housing units',)","Colorado Springs city, Colorado","184,788","±1,311","184,788",(X)
"('Occupied housing units',)","Columbus city, Ohio","362,626","±2,405","362,626",(X)
"('Occupied housing units',)","Corpus Christi city, Texas","117,789",±966,"117,789",(X)
"('Occupied housing units',)","Dallas city, Texas","524,498","±3,001","524,498",(X)
"('Occupied housing units',)","Denver city, Colorado","287,756","±1,205","287,756",(X)
"('Occupied housing units',)","Detroit city, Michigan","270,446","±2,405","270,446",(X)
"('Occupied housing units',)","Durham city, North Carolina","114,420","±1,123","114,420",(X)
"('Occupied housing units',)","El Paso city, Texas","230,905","±1,593","230,905",(X)
"('Occupied housing units',)","Fort Worth city, Texas","307,248","±2,354","307,248",(X)
"('Occupied housing units',)","Fresno city, California","170,137","±1,437","170,137",(X)
"('Occupied housing units',)","Greensboro city, North Carolina","118,126","±1,513","118,126",(X)
"('Occupied housing units',)","Henderson city, Nevada","120,735","±1,654","120,735",(X)
"('Occupied housing units',)","Houston city, Texas","874,827","±4,177","874,827",(X)
"('Occupied housing units',)","Indianapolis city (balance), Indiana","342,825","±1,835","342,825",(X)
"('Occupied housing units',)","Irvine city, California","96,707","±1,552","96,707",(X)
"('Occupied housing units',)","Jacksonville city, Florida","348,809","±2,342","348,809",(X)
"('Occupied housing units',)","Jersey City city, New Jersey","103,880","±1,263","103,880",(X)
"('Occupied housing units',)","Kansas City city, Missouri","206,295","±1,680","206,295",(X)
"('Occupied housing units',)","Las Vegas city, Nevada","237,308","±1,939","237,308",(X)
"('Occupied housing units',)","Lexington-Fayette urban county, Kentucky","130,926",±969,"130,926",(X)
"('Occupied housing units',)","Lincoln city, Nebraska","115,930",±784,"115,930",(X)
"('Occupied housing units',)","Long Beach city, California","166,236","±1,686","166,236",(X)
"('Occupied housing units',)","Los Angeles city, California","1,402,522","±4,385","1,402,522",(X)
"('Occupied housing units',)","Memphis city, Tennessee","255,756","±2,087","255,756",(X)
"('Occupied housing units',)","Mesa city, Arizona","186,503","±1,819","186,503",(X)
"('Occupied housing units',)","Miami city, Florida","180,676","±2,479","180,676",(X)
"('Occupied housing units',)","Milwaukee city, Wisconsin","229,227","±1,762","229,227",(X)
"('Occupied housing units',)","Minneapolis city, Minnesota","178,886","±1,587","178,886",(X)
"('Occupied housing units',)","Nashville-Davidson metropolitan government (balance), Tennessee","279,173","±1,418","279,173",(X)
"('Occupied housing units',)","New Orleans city, Louisiana","154,826","±1,140","154,826",(X)
"('Occupied housing units',)","New York city, New York","3,191,691","±6,027","3,191,691",(X)
"('Occupied housing units',)","Newark city, New Jersey","102,195","±1,178","102,195",(X)
"('Occupied housing units',)","Oakland city, California","160,095","±1,720","160,095",(X)
"('Occupied housing units',)","Oklahoma City city, Oklahoma","246,904","±2,083","246,904",(X)
"('Occupied housing units',)","Omaha city, Nebraska","189,922","±1,179","189,922",(X)
"('Occupied housing units',)","Orlando city, Florida","113,238","±1,901","113,238",(X)
"('Occupied housing units',)","Philadelphia city, Pennsylvania","613,125","±2,185","613,125",(X)
"('Occupied housing units',)","Phoenix city, Arizona","580,835","±3,460","580,835",(X)
"('Occupied housing units',)","Pittsburgh city, Pennsylvania","140,496","±1,714","140,496",(X)
"('Occupied housing units',)","Plano city, Texas","107,320","±1,202","107,320",(X)
"('Occupied housing units',)","Portland city, Oregon","277,142","±1,597","277,142",(X)
"('Occupied housing units',)","Raleigh city, North Carolina","187,517","±1,935","187,517",(X)
"('Occupied housing units',)","Riverside city, California","90,663","±1,683","90,663",(X)
"('Occupied housing units',)","Sacramento city, California","187,683","±1,440","187,683",(X)
"('Occupied housing units',)","San Antonio city, Texas","509,550","±2,443","509,550",(X)
"('Occupied housing units',)","San Diego city, California","511,662","±3,262","511,662",(X)
"('Occupied housing units',)","San Francisco city, California","362,141","±1,924","362,141",(X)
"('Occupied housing units',)","San Jose city, California","324,340","±1,812","324,340",(X)
"('Occupied housing units',)","Santa Ana city, California","79,142","±1,057","79,142",(X)
"('Occupied housing units',)","Seattle city, Washington","344,629","±2,322","344,629",(X)
"('Occupied housing units',)","St. Louis city, Missouri","143,566","±1,210","143,566",(X)
"('Occupied housing units',)","St. Paul city, Minnesota","114,742","±1,156","114,742",(X)
"('Occupied housing units',)","Stockton city, California","95,236","±1,153","95,236",(X)
"('Occupied housing units',)","Tampa city, Florida","156,705","±1,850","156,705",(X)
"('Occupied housing units',)","Tucson city, Arizona","215,943","±1,812","215,943",(X)
"('Occupied housing units',)","Tulsa city, Oklahoma","163,368","±1,055","163,368",(X)
"('Occupied housing units',)","Virginia Beach city, Virginia","172,452","±1,029","172,452",(X)
"('Occupied housing units',)","Washington city, District of Columbia","288,307","±1,319","288,307",(X)
"('Occupied housing units',)","Wichita city, Kansas","154,683","±1,171","154,683",(X)
"('Lacking complete plumbing facilities',)","Albuquerque city, New Mexico",709,±309,0.30%,±0.1
"('Lacking complete plumbing facilities',)","Anaheim city, California",430,±188,0.40%,±0.2
"('Lacking complete plumbing facilities',)","Anchorage municipality, Alaska",851,±315,0.80%,±0.3
"('Lacking complete plumbing facilities',)","Arlington city, Texas",386,±168,0.30%,±0.1
"('Lacking complete plumbing facilities',)","Atlanta city, Georgia",527,±168,0.20%,±0.1
"('Lacking complete plumbing facilities',)","Aurora city, Colorado",240,±116,0.20%,±0.1
"('Lacking complete plumbing facilities',)","Austin city, Texas","1,093",±322,0.30%,±0.1
"('Lacking complete plumbing facilities',)","Bakersfield city, California",398,±242,0.30%,±0.2
"('Lacking complete plumbing facilities',)","Baltimore city, Maryland",831,±219,0.30%,±0.1
"('Lacking complete plumbing facilities',)","Boston city, Massachusetts",897,±267,0.30%,±0.1
"('Lacking complete plumbing facilities',)","Charlotte city, North Carolina",863,±274,0.30%,±0.1
"('Lacking complete plumbing facilities',)","Chicago city, Illinois","3,924",±630,0.40%,±0.1
"('Lacking complete plumbing facilities',)","Cincinnati city, Ohio",280,±122,0.20%,±0.1
"('Lacking complete plumbing facilities',)","Cleveland city, Ohio","1,135",±267,0.60%,±0.2
"('Lacking complete plumbing facilities',)","Colorado Springs city, Colorado",433,±187,0.20%,±0.1
"('Lacking complete plumbing facilities',)","Columbus city, Ohio","1,157",±305,0.30%,±0.1
"('Lacking complete plumbing facilities',)","Corpus Christi city, Texas",650,±217,0.60%,±0.2
"('Lacking complete plumbing facilities',)","Dallas city, Texas","1,794",±344,0.30%,±0.1
"('Lacking complete plumbing facilities',)","Denver city, Colorado",597,±251,0.20%,±0.1
"('Lacking complete plumbing facilities',)","Detroit city, Michigan","3,012",±475,1.10%,±0.2
"('Lacking complete plumbing facilities',)","Durham city, North Carolina",234,±118,0.20%,±0.1
"('Lacking complete plumbing facilities',)","El Paso city, Texas",839,±253,0.40%,±0.1
"('Lacking complete plumbing facilities',)","Fort Worth city, Texas",849,±220,0.30%,±0.1
"('Lacking complete plumbing facilities',)","Fresno city, California",427,±151,0.30%,±0.1
"('Lacking complete plumbing facilities',)","Greensboro city, North Carolina",715,±364,0.60%,±0.3
"('Lacking complete plumbing facilities',)","Henderson city, Nevada",397,±226,0.30%,±0.2
"('Lacking complete plumbing facilities',)","Houston city, Texas","3,489",±524,0.40%,±0.1
"('Lacking complete plumbing facilities',)","Indianapolis city (balance), Indiana",915,±350,0.30%,±0.1
"('Lacking complete plumbing facilities',)","Irvine city, California",101,±65,0.10%,±0.1
"('Lacking complete plumbing facilities',)","Jacksonville city, Florida",782,±235,0.20%,±0.1
"('Lacking complete plumbing facilities',)","Jersey City city, New Jersey",527,±214,0.50%,±0.2
"('Lacking complete plumbing facilities',)","Kansas City city, Missouri",583,±152,0.30%,±0.1
"('Lacking complete plumbing facilities',)","Las Vegas city, Nevada","1,126",±350,0.50%,±0.1
"('Lacking complete plumbing facilities',)","Lexington-Fayette urban county, Kentucky",275,±89,0.20%,±0.1
"('Lacking complete plumbing facilities',)","Lincoln city, Nebraska",398,±154,0.30%,±0.1
"('Lacking complete plumbing facilities',)","Long Beach city, California",329,±129,0.20%,±0.1
"('Lacking complete plumbing facilities',)","Los Angeles city, California","7,983",±684,0.60%,±0.1
"('Lacking complete plumbing facilities',)","Memphis city, Tennessee",879,±310,0.30%,±0.1
"('Lacking complete plumbing facilities',)","Mesa city, Arizona",539,±157,0.30%,±0.1
"('Lacking complete plumbing facilities',)","Miami city, Florida",576,±163,0.30%,±0.1
"('Lacking complete plumbing facilities',)","Milwaukee city, Wisconsin","1,731",±496,0.80%,±0.2
"('Lacking complete plumbing facilities',)","Minneapolis city, Minnesota",577,±202,0.30%,±0.1
"('Lacking complete plumbing facilities',)","Nashville-Davidson metropolitan government (balance), Tennessee",751,±225,0.30%,±0.1
"('Lacking complete plumbing facilities',)","New Orleans city, Louisiana",627,±144,0.40%,±0.1
"('Lacking complete plumbing facilities',)","New York city, New York","12,559","±1,123",0.40%,±0.1
"('Lacking complete plumbing facilities',)","Newark city, New Jersey",519,±174,0.50%,±0.2
"('Lacking complete plumbing facilities',)","Oakland city, California",803,±213,0.50%,±0.1
"('Lacking complete plumbing facilities',)","Oklahoma City city, Oklahoma",798,±357,0.30%,±0.1
"('Lacking complete plumbing facilities',)","Omaha city, Nebraska",464,±126,0.20%,±0.1
"('Lacking complete plumbing facilities',)","Orlando city, Florida",293,±160,0.30%,±0.1
"('Lacking complete plumbing facilities',)","Philadelphia city, Pennsylvania","2,398",±423,0.40%,±0.1
"('Lacking complete plumbing facilities',)","Phoenix city, Arizona","2,718",±484,0.50%,±0.1
"('Lacking complete plumbing facilities',)","Pittsburgh city, Pennsylvania",501,±164,0.40%,±0.1
"('Lacking complete plumbing facilities',)","Plano city, Texas",182,±83,0.20%,±0.1
"('Lacking complete plumbing facilities',)","Portland city, Oregon","1,638",±406,0.60%,±0.1
"('Lacking complete plumbing facilities',)","Raleigh city, North Carolina",419,±199,0.20%,±0.1
"('Lacking complete plumbing facilities',)","Riverside city, California",303,±105,0.30%,±0.1
"('Lacking complete plumbing facilities',)","Sacramento city, California",624,±164,0.30%,±0.1
"('Lacking complete plumbing facilities',)","San Antonio city, Texas","2,147",±366,0.40%,±0.1
"('Lacking complete plumbing facilities',)","San Diego city, California","1,449",±283,0.30%,±0.1
"('Lacking complete plumbing facilities',)","San Francisco city, California","8,017",±791,2.20%,±0.2
"('Lacking complete plumbing facilities',)","San Jose city, California",782,±190,0.20%,±0.1
"('Lacking complete plumbing facilities',)","Santa Ana city, California",122,±78,0.20%,±0.1
"('Lacking complete plumbing facilities',)","Seattle city, Washington","1,801",±345,0.50%,±0.1
"('Lacking complete plumbing facilities',)","St. Louis city, Missouri",673,±263,0.50%,±0.2
"('Lacking complete plumbing facilities',)","St. Paul city, Minnesota",449,±136,0.40%,±0.1
"('Lacking complete plumbing facilities',)","Stockton city, California",397,±163,0.40%,±0.2
"('Lacking complete plumbing facilities',)","Tampa city, Florida",593,±166,0.40%,±0.1
"('Lacking complete plumbing facilities',)","Tucson city, Arizona",768,±219,0.40%,±0.1
"('Lacking complete plumbing facilities',)","Tulsa city, Oklahoma",450,±105,0.30%,±0.1
"('Lacking complete plumbing facilities',)","Virginia Beach city, Virginia",496,±168,0.30%,±0.1
"('Lacking complete plumbing facilities',)","Washington city, District of Columbia",777,±449,0.30%,±0.2
"('Lacking complete plumbing facilities',)","Wichita city, Kansas",423,±159,0.30%,±0.1
"('Lacking complete kitchen facilities',)","Albuquerque city, New Mexico","1,510",±377,0.70%,±0.2
"('Lacking complete kitchen facilities',)","Anaheim city, California","2,093",±413,2.00%,±0.4
"('Lacking complete kitchen facilities',)","Anchorage municipality, Alaska",555,±176,0.50%,±0.2
"('Lacking complete kitchen facilities',)","Arlington city, Texas",900,±287,0.70%,±0.2
