Metric,City,Estimate,Estimate Margin of Error,Percent,Percent Margin of Error
"('Lacking complete kitchen facilities',)","Riverside city, California",883,±372,1.00%,±0.4
"('Lacking complete kitchen facilities',)","Sacramento city, California",808,±447,0.40%,±0.2
"('Lacking complete kitchen facilities',)","San Antonio city, Texas","3,767","±1,125",0.70%,±0.2
"('Lacking complete kitchen facilities',)","San Diego city, California","3,460","±1,133",0.70%,±0.2
"('Lacking complete kitchen facilities',)","San Francisco city, California","13,804","±2,199",3.80%,±0.6
"('Lacking complete kitchen facilities',)","San Jose city, California","3,199","±1,010",1.00%,±0.3
"('Lacking complete kitchen facilities',)","Santa Ana city, California",471,±284,0.60%,±0.4
"('Lacking complete kitchen facilities',)","Seattle city, Washington","5,653","±1,455",1.70%,±0.4
"('Lacking complete kitchen facilities',)","St. Louis city, Missouri","1,001",±458,0.70%,±0.3
"('Lacking complete kitchen facilities',)","St. Paul city, Minnesota","1,258",±594,1.10%,±0.5
"('Lacking complete kitchen facilities',)","Stockton city, California",651,±287,0.70%,±0.3
"('Lacking complete kitchen facilities',)","Tampa city, Florida","1,431",±620,0.90%,±0.4
"('Lacking complete kitchen facilities',)","Tucson city, Arizona","1,117",±571,0.50%,±0.3
"('Lacking complete kitchen facilities',)","Tulsa city, Oklahoma","1,476",±413,0.90%,±0.3
"('Lacking complete kitchen facilities',)","Virginia Beach city, Virginia","1,655",±926,1.00%,±0.5
"('Lacking complete kitchen facilities',)","Washington city, District of Columbia","1,430",±704,0.50%,±0.2
"('Lacking complete kitchen facilities',)","Wichita city, Kansas","1,217",±552,0.80%,±0.4
"('No telephone service available',)","Albuquerque city, New Mexico","4,112",±929,1.80%,±0.4
"('No telephone service available',)","Anaheim city, California","1,960",±642,1.90%,±0.6
"('No telephone service available',)","Anchorage municipality, Alaska","1,141",±561,1.10%,±0.5
"('No telephone service available',)","Arlington city, Texas","1,398",±653,1.00%,±0.5
"('No telephone service available',)","Atlanta city, Georgia","4,964","±1,271",2.30%,±0.6
"('No telephone service available',)","Aurora city, Colorado","1,824",±609,1.40%,±0.5
"('No telephone service available',)","Austin city, Texas","4,856","±1,141",1.20%,±0.3
"('No telephone service available',)","Bakersfield city, California","2,119",±971,1.70%,±0.8
"('No telephone service available',)","Baltimore city, Maryland","6,590","±1,272",2.80%,±0.5
"('No telephone service available',)","Boston city, Massachusetts","2,577",±726,0.90%,±0.3
"('No telephone service available',)","Charlotte city, North Carolina","4,280","±1,199",1.30%,±0.4
"('No telephone service available',)","Chicago city, Illinois","17,801","±2,088",1.70%,±0.2
"('No telephone service available',)","Cincinnati city, Ohio","2,963",±875,2.10%,±0.6
"('No telephone service available',)","Cleveland city, Ohio","3,035",±739,1.80%,±0.4
"('No telephone service available',)","Colorado Springs city, Colorado","2,399",±665,1.30%,±0.4
"('No telephone service available',)","Columbus city, Ohio","3,868","±1,048",1.10%,±0.3
"('No telephone service available',)","Corpus Christi city, Texas","2,963","±1,088",2.50%,±0.9
"('No telephone service available',)","Dallas city, Texas","11,592","±2,050",2.20%,±0.4
"('No telephone service available',)","Denver city, Colorado","3,866","±1,137",1.20%,±0.4
"('No telephone service available',)","Detroit city, Michigan","6,566","±1,178",2.50%,±0.4
"('No telephone service available',)","Durham city, North Carolina",885,±423,0.80%,±0.4
"('No telephone service available',)","El Paso city, Texas","5,016","±1,170",2.20%,±0.5
"('No telephone service available',)","Fort Worth city, Texas","4,077","±1,020",1.30%,±0.3
"('No telephone service available',)","Fresno city, California","5,418","±1,545",3.20%,±0.9
"('No telephone service available',)","Greensboro city, North Carolina","1,233",±503,1.00%,±0.4
"('No telephone service available',)","Henderson city, Nevada","1,610",±552,1.30%,±0.5
"('No telephone service available',)","Houston city, Texas","13,504","±1,920",1.60%,±0.2
"('No telephone service available',)","Indianapolis city (balance), Indiana","5,947","±1,487",1.80%,±0.4
"('No telephone service available',)","Irvine city, California",636,±267,0.60%,±0.3
"('No telephone service available',)","Jacksonville city, Florida","5,707","±1,362",1.70%,±0.4
"('No telephone service available',)","Jersey City city, New Jersey","2,205",±830,2.20%,±0.8
"('No telephone service available',)","Kansas City city, Missouri","2,918",±627,1.40%,±0.3
"('No telephone service available',)","Las Vegas city, Nevada","5,414","±1,120",2.30%,±0.5
"('No telephone service available',)","Lincoln city, Nebraska","1,405",±480,1.20%,±0.4
"('No telephone service available',)","Long Beach city, California","1,354",±484,0.80%,±0.3
"('No telephone service available',)","Los Angeles city, California","20,250","±2,357",1.50%,±0.2
"('No telephone service available',)","Memphis city, Tennessee","5,053","±1,179",2.00%,±0.5
"('No telephone service available',)","Mesa city, Arizona","2,291",±564,1.20%,±0.3
"('No telephone service available',)","Miami city, Florida","3,216",±926,1.80%,±0.5
"('No telephone service available',)","Milwaukee city, Wisconsin","5,384","±1,036",2.30%,±0.5
"('No telephone service available',)","Minneapolis city, Minnesota","2,549",±683,1.50%,±0.4
"('No telephone service available',)","New Orleans city, Louisiana","3,767",±887,2.40%,±0.6
"('No telephone service available',)","New York city, New York","55,195","±4,258",1.70%,±0.1
"('No telephone service available',)","Newark city, New Jersey","2,798",±913,2.80%,±0.9
"('No telephone service available',)","Oakland city, California","2,043",±719,1.20%,±0.4
"('No telephone service available',)","Oklahoma City city, Oklahoma","5,845","±1,230",2.40%,±0.5
"('No telephone service available',)","Omaha city, Nebraska","2,916",±826,1.60%,±0.5
"('No telephone service available',)","Orlando city, Florida","1,707",±704,1.50%,±0.6
"('No telephone service available',)","Philadelphia city, Pennsylvania","10,008","±1,700",1.60%,±0.3
"('No telephone service available',)","Phoenix city, Arizona","9,848","±1,598",1.70%,±0.3
"('No telephone service available',)","Pittsburgh city, Pennsylvania","2,951",±720,2.10%,±0.5
"('No telephone service available',)","Plano city, Texas","1,008",±478,1.00%,±0.5
"('No telephone service available',)","Portland city, Oregon","2,413",±749,0.90%,±0.3
"('No telephone service available',)","Raleigh city, North Carolina","1,774",±607,0.90%,±0.3
"('No telephone service available',)","Riverside city, California",842,±326,1.00%,±0.4
"('No telephone service available',)","Sacramento city, California","1,927",±646,1.10%,±0.4
"('No telephone service available',)","San Antonio city, Texas","10,638","±1,931",2.10%,±0.4
"('No telephone service available',)","San Diego city, California","5,313","±1,343",1.00%,±0.3
"('No telephone service available',)","San Francisco city, California","4,833","±1,055",1.30%,±0.3
"('No telephone service available',)","San Jose city, California","2,089",±564,0.60%,±0.2
"('No telephone service available',)","Santa Ana city, California","1,079",±481,1.40%,±0.6
"('No telephone service available',)","Seattle city, Washington","5,442","±1,298",1.60%,±0.4
"('No telephone service available',)","St. Louis city, Missouri","3,113",±916,2.20%,±0.6
"('No telephone service available',)","St. Paul city, Minnesota","2,747",±731,2.40%,±0.6
"('No telephone service available',)","Stockton city, California","1,027",±433,1.10%,±0.4
"('No telephone service available',)","Tampa city, Florida","1,756",±510,1.10%,±0.3
"('No telephone service available',)","Tucson city, Arizona","3,969",±884,1.90%,±0.4
"('No telephone service available',)","Tulsa city, Oklahoma","2,477",±571,1.50%,±0.3
"('No telephone service available',)","Virginia Beach city, Virginia","1,184",±427,0.70%,±0.2
"('No telephone service available',)","Washington city, District of Columbia","3,510",±866,1.20%,±0.3
"('No telephone service available',)","Wichita city, Kansas","2,636",±788,1.70%,±0.5
"('Occupied housing units',)","Albuquerque city, New Mexico","228,491","±3,231","228,491",(X)
"('Occupied housing units',)","Anaheim city, California","101,547","±2,857","101,547",(X)
"('Occupied housing units',)","Anchorage municipality, Alaska","105,285","±2,132","105,285",(X)
"('Occupied housing units',)","Arlington city, Texas","135,867","±3,781","135,867",(X)
"('Occupied housing units',)","Atlanta city, Georgia","211,819","±5,020","211,819",(X)
"('Occupied housing units',)","Aurora city, Colorado","133,217","±3,047","133,217",(X)
"('Occupied housing units',)","Austin city, Texas","390,395","±6,082","390,395",(X)
"('Occupied housing units',)","Bakersfield city, California","121,615","±3,390","121,615",(X)
"('Occupied housing units',)","Baltimore city, Maryland","237,204","±3,359","237,204",(X)
"('Occupied housing units',)","Boston city, Massachusetts","274,674","±3,813","274,674",(X)
"('Occupied housing units',)","Charlotte city, North Carolina","335,918","±4,538","335,918",(X)
"('Occupied housing units',)","Chicago city, Illinois","1,077,886","±10,443","1,077,886",(X)
"('Occupied housing units',)","Cincinnati city, Ohio","138,767","±3,775","138,767",(X)
"('Occupied housing units',)","Cleveland city, Ohio","173,025","±3,916","173,025",(X)
"('Occupied housing units',)","Colorado Springs city, Colorado","181,745","±2,968","181,745",(X)
"('Occupied housing units',)","Columbus city, Ohio","366,034","±4,518","366,034",(X)
"('Occupied housing units',)","Corpus Christi city, Texas","116,456","±2,582","116,456",(X)
"('Occupied housing units',)","Dallas city, Texas","521,198","±6,967","521,198",(X)
"('Occupied housing units',)","Denver city, Colorado","310,324","±3,035","310,324",(X)
"('Occupied housing units',)","Detroit city, Michigan","266,333","±4,358","266,333",(X)
"('Occupied housing units',)","Durham city, North Carolina","112,342","±2,632","112,342",(X)
"('Occupied housing units',)","El Paso city, Texas","227,506","±3,697","227,506",(X)
"('Occupied housing units',)","Fort Worth city, Texas","308,188","±5,602","308,188",(X)
"('Occupied housing units',)","Fresno city, California","171,209","±2,949","171,209",(X)
"('Occupied housing units',)","Greensboro city, North Carolina","119,838","±3,048","119,838",(X)
"('Occupied housing units',)","Henderson city, Nevada","120,678","±3,028","120,678",(X)
"('Occupied housing units',)","Houston city, Texas","849,105","±8,526","849,105",(X)
"('Occupied housing units',)","Indianapolis city (balance), Indiana","339,536","±4,276","339,536",(X)
"('Occupied housing units',)","Irvine city, California","100,150","±2,775","100,150",(X)
"('Occupied housing units',)","Jacksonville city, Florida","345,865","±4,659","345,865",(X)
"('Occupied housing units',)","Jersey City city, New Jersey","102,353","±2,977","102,353",(X)
"('Occupied housing units',)","Kansas City city, Missouri","207,377","±3,927","207,377",(X)
"('Occupied housing units',)","Las Vegas city, Nevada","234,592","±4,636","234,592",(X)
"('Occupied housing units',)","Lincoln city, Nebraska","114,870","±1,846","114,870",(X)
"('Occupied housing units',)","Long Beach city, California","173,432","±4,300","173,432",(X)
"('Occupied housing units',)","Los Angeles city, California","1,382,293","±10,951","1,382,293",(X)
"('Occupied housing units',)","Memphis city, Tennessee","252,517","±4,720","252,517",(X)
"('Occupied housing units',)","Mesa city, Arizona","185,509","±3,765","185,509",(X)
"('Occupied housing units',)","Miami city, Florida","182,631","±4,578","182,631",(X)
"('Occupied housing units',)","Milwaukee city, Wisconsin","231,041","±3,287","231,041",(X)
"('Occupied housing units',)","Minneapolis city, Minnesota","175,233","±3,758","175,233",(X)
"('Occupied housing units',)","New Orleans city, Louisiana","155,104","±2,460","155,104",(X)
"('Occupied housing units',)","New York city, New York","3,184,496","±11,009","3,184,496",(X)
"('Occupied housing units',)","Newark city, New Jersey","101,689","±2,837","101,689",(X)
"('Occupied housing units',)","Oakland city, California","165,590","±3,374","165,590",(X)
"('Occupied housing units',)","Oklahoma City city, Oklahoma","245,772","±3,560","245,772",(X)
"('Occupied housing units',)","Omaha city, Nebraska","184,831","±2,451","184,831",(X)
"('Occupied housing units',)","Orlando city, Florida","114,176","±4,361","114,176",(X)
"('Occupied housing units',)","Philadelphia city, Pennsylvania","608,233","±5,554","608,233",(X)
"('Occupied housing units',)","Phoenix city, Arizona","574,645","±7,444","574,645",(X)
"('Occupied housing units',)","Pittsburgh city, Pennsylvania","141,881","±3,396","141,881",(X)
"('Occupied housing units',)","Plano city, Texas","102,778","±2,774","102,778",(X)
"('Occupied housing units',)","Portland city, Oregon","273,607","±3,339","273,607",(X)
"('Occupied housing units',)","Raleigh city, North Carolina","188,941","±3,867","188,941",(X)
"('Occupied housing units',)","Riverside city, California","87,341","±2,965","87,341",(X)
"('Occupied housing units',)","Sacramento city, California","182,677","±3,860","182,677",(X)
"('Occupied housing units',)","San Antonio city, Texas","509,964","±5,167","509,964",(X)
"('Occupied housing units',)","San Diego city, California","513,698","±6,704","513,698",(X)
"('Occupied housing units',)","San Francisco city, California","362,827","±5,010","362,827",(X)
"('Occupied housing units',)","San Jose city, California","327,848","±4,136","327,848",(X)
"('Occupied housing units',)","Santa Ana city, California","78,786","±2,383","78,786",(X)
"('Occupied housing units',)","Seattle city, Washington","338,002","±5,763","338,002",(X)
"('Occupied housing units',)","St. Louis city, Missouri","144,295","±2,502","144,295",(X)
"('Occupied housing units',)","St. Paul city, Minnesota","115,858","±3,008","115,858",(X)
"('Occupied housing units',)","Stockton city, California","95,557","±2,477","95,557",(X)
"('Occupied housing units',)","Tampa city, Florida","154,047","±3,606","154,047",(X)
"('Occupied housing units',)","Tucson city, Arizona","209,383","±4,500","209,383",(X)
"('Occupied housing units',)","Tulsa city, Oklahoma","163,083","±1,823","163,083",(X)
"('Occupied housing units',)","Virginia Beach city, Virginia","172,183","±2,346","172,183",(X)
"('Occupied housing units',)","Washington city, District of Columbia","287,476","±2,752","287,476",(X)
"('Occupied housing units',)","Wichita city, Kansas","154,512","±2,950","154,512",(X)
"('1.00 or less',)","Albuquerque city, New Mexico","222,875","±3,559",97.50%,±0.5
"('1.00 or less',)","Anaheim city, California","83,508","±3,616",82.20%,±1.8
"('1.00 or less',)","Anchorage municipality, Alaska","100,198","±2,520",95.20%,±1.3
"('1.00 or less',)","Arlington city, Texas","128,468","±4,563",94.60%,±1.4
"('1.00 or less',)","Atlanta city, Georgia","206,600","±5,391",97.50%,±0.7
"('1.00 or less',)","Aurora city, Colorado","127,081","±3,264",95.40%,±1.0
"('1.00 or less',)","Austin city, Texas","372,973","±6,382",95.50%,±0.6
"('1.00 or less',)","Bakersfield city, California","113,048","±4,319",93.00%,±1.5
"('1.00 or less',)","Baltimore city, Maryland","233,069","±3,414",98.30%,±0.5
"('1.00 or less',)","Boston city, Massachusetts","263,867","±4,288",96.10%,±0.6
"('1.00 or less',)","Charlotte city, North Carolina","327,743","±4,871",97.60%,±0.4
"('1.00 or less',)","Chicago city, Illinois","1,046,536","±11,783",97.10%,±0.3
"('1.00 or less',)","Cincinnati city, Ohio","136,212","±3,856",98.20%,±0.6
"('1.00 or less',)","Cleveland city, Ohio","170,437","±4,160",98.50%,±0.5
"('1.00 or less',)","Colorado Springs city, Colorado","175,297","±3,515",96.50%,±0.8
"('1.00 or less',)","Columbus city, Ohio","357,760","±4,859",97.70%,±0.4
"('1.00 or less',)","Corpus Christi city, Texas","111,801","±2,591",96.00%,±1.0
"('1.00 or less',)","Dallas city, Texas","488,087","±8,303",93.60%,±0.6
"('1.00 or less',)","Denver city, Colorado","302,010","±3,501",97.30%,±0.5
"('1.00 or less',)","Detroit city, Michigan","259,924","±4,771",97.60%,±0.5
"('1.00 or less',)","Durham city, North Carolina","108,930","±2,503",97.00%,±1.2
"('1.00 or less',)","El Paso city, Texas","218,335","±4,027",96.00%,±0.8
"('1.00 or less',)","Fort Worth city, Texas","294,284","±6,272",95.50%,±0.7
