Metric,City,Estimate,Group,Estimate Margin of Error,Percent,Percent Margin of Error
"('Owner-occupied units',)","Washington city, District of Columbia","110,625",mortgage_status,"±3,425","110,625",(X)
"('Owner-occupied units',)","Wichita city, Kansas","90,923",mortgage_status,"±2,618","90,923",(X)
"('Housing units with a mortgage',)","Albuquerque city, New Mexico","94,541",mortgage_status,"±3,849",71.80%,±1.7
"('Housing units with a mortgage',)","Anaheim city, California","35,739",mortgage_status,"±2,261",78.30%,±2.6
"('Housing units with a mortgage',)","Anchorage municipality, Alaska","47,437",mortgage_status,"±2,742",74.90%,±2.4
"('Housing units with a mortgage',)","Arlington city, Texas","54,520",mortgage_status,"±3,492",72.00%,±2.9
"('Housing units with a mortgage',)","Atlanta city, Georgia","57,995",mortgage_status,"±4,190",74.80%,±2.5
"('Housing units with a mortgage',)","Aurora city, Colorado","56,059",mortgage_status,"±3,153",83.00%,±2.2
"('Housing units with a mortgage',)","Austin city, Texas","100,354",mortgage_status,"±4,541",70.90%,±1.7
"('Housing units with a mortgage',)","Bakersfield city, California","47,630",mortgage_status,"±2,678",79.10%,±2.2
"('Housing units with a mortgage',)","Baltimore city, Maryland","83,271",mortgage_status,"±3,540",71.60%,±1.8
"('Housing units with a mortgage',)","Boston city, Massachusetts","63,493",mortgage_status,"±3,307",75.20%,±2.1
"('Housing units with a mortgage',)","Charlotte city, North Carolina","134,926",mortgage_status,"±5,550",81.50%,±1.6
"('Housing units with a mortgage',)","Chicago city, Illinois","323,960",mortgage_status,"±7,398",72.10%,±1.0
"('Housing units with a mortgage',)","Cincinnati city, Ohio","38,104",mortgage_status,"±2,426",71.70%,±2.8
"('Housing units with a mortgage',)","Cleveland city, Ohio","49,115",mortgage_status,"±2,691",64.00%,±2.5
"('Housing units with a mortgage',)","Colorado Springs city, Colorado","73,900",mortgage_status,"±3,499",76.30%,±2.0
"('Housing units with a mortgage',)","Columbus city, Ohio","113,732",mortgage_status,"±4,021",77.80%,±1.4
"('Housing units with a mortgage',)","Corpus Christi city, Texas","35,431",mortgage_status,"±3,153",57.70%,±3.5
"('Housing units with a mortgage',)","Dallas city, Texas","125,553",mortgage_status,"±5,301",63.30%,±1.7
"('Housing units with a mortgage',)","Denver city, Colorado","101,224",mortgage_status,"±3,945",77.90%,±1.3
"('Housing units with a mortgage',)","Detroit city, Michigan","66,042",mortgage_status,"±3,080",50.30%,±1.9
"('Housing units with a mortgage',)","Durham city, North Carolina","37,498",mortgage_status,"±2,847",80.90%,±3.2
"('Housing units with a mortgage',)","El Paso city, Texas","80,876",mortgage_status,"±4,418",63.20%,±2.3
"('Housing units with a mortgage',)","Fort Worth city, Texas","105,805",mortgage_status,"±4,809",68.80%,±1.8
"('Housing units with a mortgage',)","Fresno city, California","57,453",mortgage_status,"±2,972",77.20%,±2.2
"('Housing units with a mortgage',)","Greensboro city, North Carolina","48,080",mortgage_status,"±3,057",75.20%,±2.5
"('Housing units with a mortgage',)","Henderson city, Nevada","47,982",mortgage_status,"±3,917",77.00%,±2.9
"('Housing units with a mortgage',)","Houston city, Texas","206,661",mortgage_status,"±6,521",59.20%,±1.3
"('Housing units with a mortgage',)","Indianapolis city (balance), Indiana","131,387",mortgage_status,"±4,553",74.00%,±1.6
"('Housing units with a mortgage',)","Irvine city, California","31,037",mortgage_status,"±2,332",79.60%,±3.8
"('Housing units with a mortgage',)","Jacksonville city, Florida","139,168",mortgage_status,"±4,521",71.60%,±1.4
"('Housing units with a mortgage',)","Jersey City city, New Jersey",N,mortgage_status,N,N,N
"('Housing units with a mortgage',)","Kansas City city, Missouri","76,110",mortgage_status,"±2,529",70.80%,±1.6
"('Housing units with a mortgage',)","Las Vegas city, Nevada","81,081",mortgage_status,"±4,387",75.10%,±2.1
"('Housing units with a mortgage',)","Lincoln city, Nebraska","42,554",mortgage_status,"±2,144",70.80%,±2.3
"('Housing units with a mortgage',)","Long Beach city, California","48,844",mortgage_status,"±2,649",75.70%,±2.3
"('Housing units with a mortgage',)","Los Angeles city, California","373,827",mortgage_status,"±6,634",77.70%,±0.8
"('Housing units with a mortgage',)","Memphis city, Tennessee","83,385",mortgage_status,"±3,682",68.80%,±1.9
"('Housing units with a mortgage',)","Mesa city, Arizona","65,038",mortgage_status,"±3,437",66.50%,±2.3
"('Housing units with a mortgage',)","Miami city, Florida","27,896",mortgage_status,"±3,488",59.10%,±4.3
"('Housing units with a mortgage',)","Milwaukee city, Wisconsin","70,279",mortgage_status,"±2,995",71.30%,±1.9
"('Housing units with a mortgage',)","Minneapolis city, Minnesota","62,748",mortgage_status,"±2,445",76.60%,±1.6
"('Housing units with a mortgage',)","New Orleans city, Louisiana","37,204",mortgage_status,"±2,274",55.50%,±2.7
"('Housing units with a mortgage',)","New York city, New York","596,803",mortgage_status,"±10,359",63.00%,±0.7
"('Housing units with a mortgage',)","Newark city, New Jersey","13,608",mortgage_status,"±1,400",73.80%,±4.5
"('Housing units with a mortgage',)","Oakland city, California","48,435",mortgage_status,"±2,168",76.70%,±2.0
"('Housing units with a mortgage',)","Oklahoma City city, Oklahoma","85,382",mortgage_status,"±3,111",65.20%,±1.8
"('Housing units with a mortgage',)","Omaha city, Nebraska","67,351",mortgage_status,"±2,849",70.90%,±1.8
"('Housing units with a mortgage',)","Orlando city, Florida","27,629",mortgage_status,"±2,142",71.80%,±3.2
"('Housing units with a mortgage',)","Philadelphia city, Pennsylvania","186,560",mortgage_status,"±6,190",59.90%,±1.2
"('Housing units with a mortgage',)","Phoenix city, Arizona","224,764",mortgage_status,"±6,836",78.40%,±1.1
"('Housing units with a mortgage',)","Pittsburgh city, Pennsylvania","36,872",mortgage_status,"±2,252",58.10%,±2.4
"('Housing units with a mortgage',)","Plano city, Texas","47,819",mortgage_status,"±2,752",74.80%,±2.8
"('Housing units with a mortgage',)","Portland city, Oregon","96,978",mortgage_status,"±3,437",75.70%,±1.6
"('Housing units with a mortgage',)","Raleigh city, North Carolina","73,441",mortgage_status,"±4,528",83.40%,±2.0
"('Housing units with a mortgage',)","Riverside city, California","38,518",mortgage_status,"±2,398",77.40%,±3.0
"('Housing units with a mortgage',)","Sacramento city, California","62,018",mortgage_status,"±3,722",75.20%,±2.1
"('Housing units with a mortgage',)","San Antonio city, Texas","168,152",mortgage_status,"±6,210",63.20%,±1.6
"('Housing units with a mortgage',)","San Diego city, California","167,951",mortgage_status,"±4,605",75.40%,±1.3
"('Housing units with a mortgage',)","San Francisco city, California","87,602",mortgage_status,"±4,114",70.80%,±2.1
"('Housing units with a mortgage',)","San Jose city, California","133,566",mortgage_status,"±4,486",77.40%,±1.6
"('Housing units with a mortgage',)","Santa Ana city, California","28,276",mortgage_status,"±2,011",78.80%,±3.0
"('Housing units with a mortgage',)","Seattle city, Washington","98,114",mortgage_status,"±4,608",75.90%,±1.7
"('Housing units with a mortgage',)","St. Louis city, Missouri","41,817",mortgage_status,"±2,052",70.00%,±2.1
"('Housing units with a mortgage',)","St. Paul city, Minnesota","41,184",mortgage_status,"±1,938",75.80%,±2.6
"('Housing units with a mortgage',)","Stockton city, California","34,179",mortgage_status,"±2,322",74.70%,±2.9
"('Housing units with a mortgage',)","Tampa city, Florida","45,806",mortgage_status,"±2,780",67.70%,±2.6
"('Housing units with a mortgage',)","Tucson city, Arizona","67,862",mortgage_status,"±3,511",67.50%,±2.4
"('Housing units with a mortgage',)","Tulsa city, Oklahoma","57,441",mortgage_status,"±2,642",64.20%,±1.8
"('Housing units with a mortgage',)","Virginia Beach city, Virginia","86,631",mortgage_status,"±3,152",82.10%,±1.7
"('Housing units with a mortgage',)","Washington city, District of Columbia","87,297",mortgage_status,"±3,574",78.90%,±1.7
"('Housing units with a mortgage',)","Wichita city, Kansas","61,434",mortgage_status,"±2,616",67.60%,±2.1
"('Housing units without a mortgage',)","Albuquerque city, New Mexico","37,183",mortgage_status,"±2,362",28.20%,±1.7
"('Housing units without a mortgage',)","Anaheim city, California","9,877",mortgage_status,"±1,481",21.70%,±2.6
"('Housing units without a mortgage',)","Anchorage municipality, Alaska","15,872",mortgage_status,"±1,552",25.10%,±2.4
"('Housing units without a mortgage',)","Arlington city, Texas","21,247",mortgage_status,"±2,184",28.00%,±2.9
"('Housing units without a mortgage',)","Atlanta city, Georgia","19,505",mortgage_status,"±2,003",25.20%,±2.5
"('Housing units without a mortgage',)","Aurora city, Colorado","11,520",mortgage_status,"±1,436",17.00%,±2.2
"('Housing units without a mortgage',)","Austin city, Texas","41,231",mortgage_status,"±2,623",29.10%,±1.7
"('Housing units without a mortgage',)","Bakersfield city, California","12,588",mortgage_status,"±1,538",20.90%,±2.2
"('Housing units without a mortgage',)","Baltimore city, Maryland","33,041",mortgage_status,"±2,244",28.40%,±1.8
"('Housing units without a mortgage',)","Boston city, Massachusetts","20,947",mortgage_status,"±1,966",24.80%,±2.1
"('Housing units without a mortgage',)","Charlotte city, North Carolina","30,678",mortgage_status,"±2,732",18.50%,±1.6
"('Housing units without a mortgage',)","Chicago city, Illinois","125,519",mortgage_status,"±4,867",27.90%,±1.0
"('Housing units without a mortgage',)","Cincinnati city, Ohio","15,046",mortgage_status,"±1,678",28.30%,±2.8
"('Housing units without a mortgage',)","Cleveland city, Ohio","27,613",mortgage_status,"±2,273",36.00%,±2.5
"('Housing units without a mortgage',)","Colorado Springs city, Colorado","22,909",mortgage_status,"±2,002",23.70%,±2.0
"('Housing units without a mortgage',)","Columbus city, Ohio","32,476",mortgage_status,"±2,070",22.20%,±1.4
"('Housing units without a mortgage',)","Corpus Christi city, Texas","25,973",mortgage_status,"±2,205",42.30%,±3.5
"('Housing units without a mortgage',)","Dallas city, Texas","72,860",mortgage_status,"±3,570",36.70%,±1.7
"('Housing units without a mortgage',)","Denver city, Colorado","28,785",mortgage_status,"±1,676",22.10%,±1.3
"('Housing units without a mortgage',)","Detroit city, Michigan","65,258",mortgage_status,"±3,283",49.70%,±1.9
"('Housing units without a mortgage',)","Durham city, North Carolina","8,862",mortgage_status,"±1,489",19.10%,±3.2
"('Housing units without a mortgage',)","El Paso city, Texas","47,192",mortgage_status,"±3,004",36.80%,±2.3
"('Housing units without a mortgage',)","Fort Worth city, Texas","47,986",mortgage_status,"±3,097",31.20%,±1.8
"('Housing units without a mortgage',)","Fresno city, California","16,957",mortgage_status,"±1,736",22.80%,±2.2
"('Housing units without a mortgage',)","Greensboro city, North Carolina","15,887",mortgage_status,"±1,681",24.80%,±2.5
"('Housing units without a mortgage',)","Henderson city, Nevada","14,322",mortgage_status,"±2,008",23.00%,±2.9
"('Housing units without a mortgage',)","Houston city, Texas","142,258",mortgage_status,"±5,548",40.80%,±1.3
"('Housing units without a mortgage',)","Indianapolis city (balance), Indiana","46,216",mortgage_status,"±2,784",26.00%,±1.6
"('Housing units without a mortgage',)","Irvine city, California","7,978",mortgage_status,"±1,544",20.40%,±3.8
"('Housing units without a mortgage',)","Jacksonville city, Florida","55,150",mortgage_status,"±3,053",28.40%,±1.4
"('Housing units without a mortgage',)","Jersey City city, New Jersey",N,mortgage_status,N,N,N
"('Housing units without a mortgage',)","Kansas City city, Missouri","31,336",mortgage_status,"±2,195",29.20%,±1.6
"('Housing units without a mortgage',)","Las Vegas city, Nevada","26,909",mortgage_status,"±2,521",24.90%,±2.1
"('Housing units without a mortgage',)","Lincoln city, Nebraska","17,551",mortgage_status,"±1,483",29.20%,±2.3
"('Housing units without a mortgage',)","Long Beach city, California","15,691",mortgage_status,"±1,691",24.30%,±2.3
"('Housing units without a mortgage',)","Los Angeles city, California","107,291",mortgage_status,"±4,104",22.30%,±0.8
"('Housing units without a mortgage',)","Memphis city, Tennessee","37,779",mortgage_status,"±2,623",31.20%,±1.9
"('Housing units without a mortgage',)","Mesa city, Arizona","32,799",mortgage_status,"±2,708",33.50%,±2.3
"('Housing units without a mortgage',)","Miami city, Florida","19,294",mortgage_status,"±2,393",40.90%,±4.3
"('Housing units without a mortgage',)","Milwaukee city, Wisconsin","28,227",mortgage_status,"±2,057",28.70%,±1.9
"('Housing units without a mortgage',)","Minneapolis city, Minnesota","19,130",mortgage_status,"±1,533",23.40%,±1.6
"('Housing units without a mortgage',)","New Orleans city, Louisiana","29,886",mortgage_status,"±1,967",44.50%,±2.7
"('Housing units without a mortgage',)","New York city, New York","349,962",mortgage_status,"±7,207",37.00%,±0.7
"('Housing units without a mortgage',)","Newark city, New Jersey","4,842",mortgage_status,±965,26.20%,±4.5
"('Housing units without a mortgage',)","Oakland city, California","14,726",mortgage_status,"±1,472",23.30%,±2.0
"('Housing units without a mortgage',)","Oklahoma City city, Oklahoma","45,484",mortgage_status,"±2,813",34.80%,±1.8
"('Housing units without a mortgage',)","Omaha city, Nebraska","27,590",mortgage_status,"±1,857",29.10%,±1.8
"('Housing units without a mortgage',)","Orlando city, Florida","10,850",mortgage_status,"±1,523",28.20%,±3.2
"('Housing units without a mortgage',)","Philadelphia city, Pennsylvania","124,743",mortgage_status,"±4,698",40.10%,±1.2
"('Housing units without a mortgage',)","Phoenix city, Arizona","62,088",mortgage_status,"±3,848",21.60%,±1.1
"('Housing units without a mortgage',)","Pittsburgh city, Pennsylvania","26,642",mortgage_status,"±1,670",41.90%,±2.4
"('Housing units without a mortgage',)","Plano city, Texas","16,098",mortgage_status,"±2,033",25.20%,±2.8
"('Housing units without a mortgage',)","Portland city, Oregon","31,077",mortgage_status,"±2,184",24.30%,±1.6
"('Housing units without a mortgage',)","Raleigh city, North Carolina","14,619",mortgage_status,"±1,747",16.60%,±2.0
"('Housing units without a mortgage',)","Riverside city, California","11,221",mortgage_status,"±1,774",22.60%,±3.0
"('Housing units without a mortgage',)","Sacramento city, California","20,485",mortgage_status,"±1,759",24.80%,±2.1
"('Housing units without a mortgage',)","San Antonio city, Texas","97,869",mortgage_status,"±4,476",36.80%,±1.6
"('Housing units without a mortgage',)","San Diego city, California","54,700",mortgage_status,"±3,354",24.60%,±1.3
"('Housing units without a mortgage',)","San Francisco city, California","36,079",mortgage_status,"±2,878",29.20%,±2.1
"('Housing units without a mortgage',)","San Jose city, California","38,962",mortgage_status,"±2,919",22.60%,±1.6
"('Housing units without a mortgage',)","Santa Ana city, California","7,603",mortgage_status,"±1,194",21.20%,±3.0
"('Housing units without a mortgage',)","Seattle city, Washington","31,212",mortgage_status,"±2,255",24.10%,±1.7
"('Housing units without a mortgage',)","St. Louis city, Missouri","17,903",mortgage_status,"±1,491",30.00%,±2.1
"('Housing units without a mortgage',)","St. Paul city, Minnesota","13,182",mortgage_status,"±1,710",24.20%,±2.6
"('Housing units without a mortgage',)","Stockton city, California","11,580",mortgage_status,"±1,570",25.30%,±2.9
"('Housing units without a mortgage',)","Tampa city, Florida","21,813",mortgage_status,"±1,984",32.30%,±2.6
"('Housing units without a mortgage',)","Tucson city, Arizona","32,742",mortgage_status,"±2,750",32.50%,±2.4
"('Housing units without a mortgage',)","Tulsa city, Oklahoma","32,030",mortgage_status,"±1,694",35.80%,±1.8
"('Housing units without a mortgage',)","Virginia Beach city, Virginia","18,935",mortgage_status,"±1,748",17.90%,±1.7
"('Housing units without a mortgage',)","Washington city, District of Columbia","23,328",mortgage_status,"±1,822",21.10%,±1.7
"('Housing units without a mortgage',)","Wichita city, Kansas","29,489",mortgage_status,"±2,105",32.40%,±2.1
"('Housing units with a mortgage',)","Albuquerque city, New Mexico","94,541",selected_monthly_owner_costs_(smoc),"±3,849","94,541",(X)
"('Housing units with a mortgage',)","Anaheim city, California","35,739",selected_monthly_owner_costs_(smoc),"±2,261","35,739",(X)
"('Housing units with a mortgage',)","Anchorage municipality, Alaska","47,437",selected_monthly_owner_costs_(smoc),"±2,742","47,437",(X)
"('Housing units with a mortgage',)","Arlington city, Texas","54,520",selected_monthly_owner_costs_(smoc),"±3,492","54,520",(X)
"('Housing units with a mortgage',)","Atlanta city, Georgia","57,995",selected_monthly_owner_costs_(smoc),"±4,190","57,995",(X)
"('Housing units with a mortgage',)","Aurora city, Colorado","56,059",selected_monthly_owner_costs_(smoc),"±3,153","56,059",(X)
"('Housing units with a mortgage',)","Austin city, Texas","100,354",selected_monthly_owner_costs_(smoc),"±4,541","100,354",(X)
"('Housing units with a mortgage',)","Bakersfield city, California","47,630",selected_monthly_owner_costs_(smoc),"±2,678","47,630",(X)
